track_id,Punk
40280,1
40281,1
40351,1
40352,1
40353,1
40354,1
40355,1
40356,1
40358,1
40416,1
40418,1
40421,1
40936,1
40938,1
40939,1
40940,1
41245,1
41247,1
41868,1
42799,1
42800,1
42801,1
42802,1
42806,1
42810,1
42842,1
42844,1
42846,1
42848,1
42850,1
42851,1
42852,1
42861,1
42863,1
42864,1
42865,1
42866,1
42867,1
42869,1
42870,1
42871,1
42873,1
42936,1
42937,1
42938,1
42939,1
42941,1
42950,1
42952,1
42953,1
43509,1
43511,1
43889,1
43890,1
43895,1
44132,1
44231,1
44886,1
44888,1
44896,1
44973,1
44985,1
45012,1
45016,1
45018,1
45021,1
45022,1
45025,1
45027,1
45028,1
45098,1
45275,1
45463,1
45469,1
45550,1
45551,1
46012,1
46013,1
46014,1
46015,1
46016,1
46017,1
46018,1
46019,1
46020,1
46021,1
46022,1
46024,1
46025,1
46026,1
46080,1
46194,1
46470,1
46474,1
46475,1
46476,1
46836,1
46838,1
47024,1
47025,1
47026,1
47027,1
47028,1
47029,1
47030,1
47031,1
47032,1
47464,1
47465,1
47466,1
47469,1
47470,1
47471,1
47473,1
47474,1
47475,1
47477,1
47478,1
47479,1
47480,1
47481,1
47482,1
47483,1
47520,1
47522,1
47523,1
47524,1
47525,1
47526,1
47594,1
47595,1
47600,1
47601,1
47676,1
47740,1
47741,1
47742,1
47743,1
47820,1
47822,1
48008,1
48064,1
48067,1
48069,1
48070,1
48268,1
48973,1
48986,1
49441,1
49443,1
49444,1
49448,1
49812,1
49813,1
49814,1
49815,1
49816,1
50410,1
50445,1
50447,1
50448,1
50449,1
50539,1
50540,1
50541,1
50542,1
50543,1
50544,1
50545,1
50546,1
50818,1
50820,1
50822,1
50828,1
50829,1
50830,1
50832,1
50833,1
51317,1
51382,1
51383,1
51387,1
51388,1
51595,1
51596,1
51597,1
51598,1
51599,1
51600,1
51602,1
51603,1
51711,1
51712,1
51713,1
51714,1
51715,1
51716,1
52003,1
52004,1
52005,1
52007,1
52008,1
52225,1
52229,1
52250,1
52254,1
52255,1
52256,1
52258,1
52261,1
52274,1
52276,1
52473,1
52474,1
52475,1
52476,1
52477,1
52478,1
52484,1
52485,1
52487,1
52493,1
52520,1
52521,1
52522,1
52563,1
52564,1
52565,1
52566,1
52569,1
52696,1
52697,1
53715,1
53735,1
53736,1
53737,1
53738,1
53741,1
53743,1
53744,1
53807,1
54077,1
54078,1
54161,1
54162,1
54163,1
54201,1
54332,1
54333,1
54338,1
54339,1
54596,1
54722,1
54728,1
54730,1
54732,1
54733,1
54734,1
54735,1
54736,1
54946,1
55255,1
55399,1
55400,1
55401,1
55402,1
55403,1
55923,1
55928,1
56048,1
56049,1
56050,1
56053,1
56148,1
56150,1
56152,1
56163,1
56166,1
56652,1
56657,1
56658,1
56659,1
56664,1
56667,1
56680,1
56875,1
56881,1
57477,1
57493,1
57494,1
57495,1
57496,1
57497,1
57499,1
57500,1
57565,1
57566,1
57567,1
57568,1
57569,1
57656,1
57657,1
57658,1
57659,1
57660,1
57661,1
57662,1
57663,1
57805,1
57806,1
57809,1
57812,1
57813,1
57960,1
57961,1
57963,1
57964,1
57965,1
57966,1
57968,1
57995,1
57997,1
57998,1
57999,1
58222,1
58224,1
58225,1
58599,1
58600,1
59178,1
59179,1
59180,1
59181,1
59367,1
59370,1
59371,1
59372,1
59373,1
59374,1
59458,1
59561,1
59563,1
60421,1
60427,1
60591,1
60592,1
60593,1
60595,1
60598,1
60599,1
60600,1
60720,1
60726,1
60729,1
60730,1
60731,1
60733,1
60736,1
60882,1
60884,1
60885,1
60889,1
60890,1
60891,1
60892,1
60893,1
60894,1
60895,1
60897,1
60898,1
60968,1
60970,1
61796,1
61797,1
61798,1
61799,1
61802,1
61806,1
61807,1
61808,1
61809,1
61812,1
61814,1
61815,1
61816,1
61820,1
61821,1
62654,1
62658,1
62659,1
62826,1
62829,1
62833,1
62867,1
62873,1
62874,1
63037,1
63038,1
63039,1
63040,1
63041,1
63042,1
63044,1
63112,1
63113,1
63115,1
63116,1
63117,1
64022,1
64023,1
64024,1
64025,1
64026,1
64027,1
64029,1
64030,1
64031,1
64032,1
64033,1
64034,1
64035,1
64228,1
64235,1
64246,1
64254,1
64255,1
64256,1
64257,1
64286,1
64287,1
64477,1
64478,1
64479,1
64495,1
64497,1
64499,1
64550,1
64551,1
64552,1
64634,1
64648,1
64649,1
64664,1
64666,1
64667,1
64668,1
64669,1
64689,1
64690,1
64695,1
64696,1
64760,1
64762,1
64763,1
64764,1
64765,1
64766,1
64767,1
64768,1
64770,1
64918,1
64919,1
64928,1
64930,1
64998,1
64999,1
65000,1
65164,1
65166,1
65167,1
65170,1
65171,1
65172,1
65251,1
65264,1
65615,1
65616,1
65617,1
65618,1
65619,1
65628,1
65897,1
65900,1
65973,1
65979,1
66348,1
66356,1
66358,1
66669,1
66670,1
66671,1
66672,1
66716,1
66717,1
66768,1
66769,1
66770,1
66771,1
66788,1
66992,1
66993,1
66997,1
66998,1
66999,1
67000,1
67167,1
67248,1
67269,1
67412,1
67418,1
67446,1
67447,1
67449,1
67451,1
67452,1
67454,1
67455,1
67456,1
67506,1
67507,1
67508,1
67509,1
67513,1
67559,1
67560,1
67562,1
67563,1
67564,1
67589,1
67596,1
68330,1
68333,1
68334,1
68404,1
68696,1
68707,1
68708,1
68710,1
68711,1
68712,1
68713,1
68816,1
68817,1
68820,1
68821,1
69171,1
69172,1
69174,1
69176,1
69177,1
69178,1
69258,1
69259,1
69260,1
69261,1
69263,1
69264,1
69270,1
69272,1
69291,1
69299,1
69349,1
69361,1
69362,1
69688,1
69689,1
69690,1
69691,1
69693,1
69695,1
69696,1
69737,1
69741,1
69743,1
69769,1
69776,1
69781,1
69926,1
69928,1
69929,1
69933,1
69938,1
69941,1
69942,1
69943,1
69944,1
69945,1
69947,1
69948,1
69949,1
69955,1
70043,1
70044,1
70045,1
70201,1
70202,1
70204,1
70205,1
70245,1
70251,1
70267,1
70268,1
70272,1
70273,1
70274,1
70405,1
70406,1
70434,1
70435,1
70436,1
70437,1
70438,1
70439,1
70440,1
70687,1
70693,1
70695,1
70882,1
70885,1
70886,1
70887,1
71256,1
71257,1
71259,1
71261,1
71263,1
71265,1
71270,1
71271,1
71273,1
71274,1
71275,1
71276,1
71303,1
71304,1
71362,1
71363,1
71364,1
71366,1
71367,1
71368,1
71369,1
71370,1
71371,1
71372,1
71492,1
71608,1
71609,1
71610,1
71711,1
71714,1
71715,1
71720,1
71721,1
72285,1
72287,1
72288,1
72289,1
72290,1
72450,1
72451,1
72452,1
72453,1
72455,1
72456,1
73177,1
73178,1
73179,1
73180,1
73181,1
73182,1
73183,1
73184,1
73185,1
73188,1
73189,1
73192,1
73316,1
73318,1
73478,1
73480,1
73481,1
73482,1
73483,1
73486,1
73515,1
73516,1
73517,1
73519,1
73520,1
73521,1
74424,1
74882,1
74886,1
74887,1
75197,1
75203,1
75206,1
75207,1
75208,1
75211,1
75212,1
75213,1
75214,1
75239,1
75244,1
75247,1
75529,1
75680,1
75681,1
75682,1
75684,1
75685,1
75686,1
75772,1
75904,1
75908,1
75909,1
75910,1
75911,1
76204,1
76208,1
76349,1
76350,1
76352,1
76353,1
76354,1
76355,1
76357,1
76494,1
76495,1
76497,1
76757,1
76828,1
77777,1
77778,1
78060,1
78064,1
78066,1
78068,1
78126,1
78133,1
79567,1
79568,1
79570,1
79572,1
79574,1
79575,1
79578,1
79581,1
79585,1
80032,1
80035,1
80152,1
80634,1
80644,1
80646,1
80651,1
80777,1
82405,1
82406,1
82716,1
82720,1
83625,1
83627,1
83630,1
83631,1
83632,1
83633,1
83634,1
83635,1
83636,1
83789,1
83791,1
83821,1
83823,1
83825,1
83826,1
83828,1
83830,1
83857,1
83867,1
84283,1
84383,1
84394,1
84743,1
84775,1
84785,1
84788,1
84789,1
84790,1
84794,1
84829,1
85042,1
85701,1
85705,1
85706,1
85707,1
85708,1
85766,1
85787,1
85788,1
85790,1
85813,1
85814,1
85815,1
85816,1
85817,1
85941,1
85942,1
85945,1
85947,1
85948,1
86261,1
86262,1
86441,1
86442,1
86443,1
86997,1
86999,1
87002,1
87003,1
87019,1
87029,1
87030,1
87174,1
87359,1
87361,1
87362,1
87363,1
87489,1
87490,1
87491,1
87494,1
87495,1
87497,1
87620,1
87621,1
87692,1
87694,1
87696,1
87697,1
87698,1
87700,1
87701,1
87703,1
87704,1
88917,1
88920,1
88925,1
88926,1
88956,1
88957,1
88958,1
88959,1
88960,1
89704,1
90404,1
90406,1
90408,1
90411,1
90631,1
90632,1
90633,1
90635,1
90636,1
90637,1
90639,1
90649,1
90690,1
90691,1
90692,1
90693,1
90694,1
90695,1
90769,1
90772,1
90805,1
90977,1
91048,1
91069,1
91074,1
91075,1
91090,1
91092,1
91093,1
91221,1
91222,1
91223,1
91225,1
91226,1
91227,1
91414,1
91415,1
91416,1
91417,1
91418,1
91419,1
91421,1
91455,1
91458,1
91709,1
91712,1
91758,1
91840,1
91841,1
91842,1
91844,1
91845,1
91846,1
91847,1
91848,1
91849,1
91850,1
91851,1
91858,1
91861,1
91863,1
91864,1
91866,1
91867,1
91868,1
92476,1
92499,1
92502,1
92504,1
92508,1
92510,1
92714,1
92715,1
92867,1
92868,1
92869,1
92871,1
93026,1
93028,1
93029,1
93031,1
93032,1
93033,1
93049,1
93052,1
93053,1
93055,1
93056,1
93057,1
93059,1
93062,1
93085,1
93086,1
93425,1
93430,1
93431,1
93432,1
93433,1
93568,1
93569,1
93582,1
93583,1
93584,1
93591,1
93599,1
93861,1
93983,1
93985,1
93986,1
93988,1
93992,1
94024,1
94026,1
94031,1
94065,1
94093,1
94094,1
94095,1
94096,1
94097,1
94098,1
94100,1
94101,1
94102,1
94337,1
94338,1
94341,1
94342,1
94346,1
94347,1
94348,1
94857,1
95226,1
95227,1
95229,1
95230,1
95231,1
95245,1
95246,1
95247,1
95249,1
95250,1
95517,1
95523,1
95535,1
95672,1
95673,1
95675,1
95676,1
95678,1
95733,1
95735,1
96105,1
96108,1
96110,1
96111,1
96143,1
96146,1
96559,1
96631,1
96633,1
96634,1
96635,1
96710,1
96711,1
96712,1
96713,1
96715,1
96716,1
96717,1
96718,1
96744,1
96745,1
96750,1
96753,1
96754,1
96757,1
96758,1
96759,1
96760,1
96766,1
96769,1
96929,1
96930,1
96931,1
96932,1
96933,1
96934,1
96936,1
97204,1
97205,1
97206,1
97231,1
97232,1
97286,1
97288,1
97291,1
97292,1
97294,1
97690,1
97885,1
97886,1
97887,1
97894,1
98021,1
98022,1
98023,1
98024,1
98025,1
98077,1
98240,1
98243,1
98245,1
98246,1
98247,1
98701,1
98702,1
98796,1
98799,1
98800,1
98803,1
98804,1
98805,1
99144,1
99145,1
99148,1
99151,1
99152,1
99154,1
99157,1
99158,1
99161,1
99163,1
99172,1
99174,1
99176,1
99178,1
99179,1
99183,1
99184,1
99185,1
99250,1
99251,1
99252,1
99254,1
99255,1
99256,1
99257,1
99259,1
99260,1
99411,1
99412,1
99413,1
99414,1
99415,1
99417,1
99418,1
99419,1
100794,1
100796,1
100799,1
100801,1
100802,1
101067,1
101068,1
101069,1
101070,1
101086,1
101089,1
101093,1
101095,1
101123,1
101128,1
101151,1
101154,1
101167,1
101943,1
101944,1
101946,1
101947,1
101948,1
101949,1
101951,1
102178,1
102179,1
102181,1
102184,1
102185,1
102186,1
102187,1
102188,1
102189,1
102190,1
104070,1
104071,1
104072,1
104073,1
104074,1
104344,1
104668,1
104670,1
104677,1
104688,1
104689,1
104691,1
105081,1
105086,1
105094,1
105096,1
105098,1
105099,1
105100,1
105101,1
105111,1
105112,1
105115,1
105117,1
105118,1
105119,1
105135,1
105137,1
105393,1
105397,1
105682,1
105891,1
105897,1
105905,1
105906,1
105907,1
105908,1
105909,1
105910,1
105911,1
105912,1
105956,1
105958,1
105962,1
105963,1
105972,1
106199,1
106274,1
106275,1
106276,1
106277,1
106460,1
106461,1
106462,1
106463,1
106464,1
106465,1
106506,1
106507,1
106508,1
106509,1
106510,1
106511,1
106512,1
106868,1
106870,1
106872,1
106873,1
106875,1
106876,1
106947,1
106948,1
106949,1
106950,1
106951,1
106952,1
107075,1
107100,1
107101,1
107103,1
107105,1
107107,1
107356,1
107362,1
107382,1
107385,1
107386,1
107387,1
107389,1
107391,1
107475,1
107476,1
107501,1
107502,1
107503,1
107504,1
107505,1
107506,1
107507,1
107619,1
107620,1
107621,1
107622,1
107623,1
107743,1
107744,1
107745,1
107748,1
107749,1
108029,1
108030,1
108031,1
108033,1
108034,1
108035,1
108075,1
108076,1
108077,1
108079,1
108148,1
108150,1
108151,1
108152,1
108153,1
108154,1
108155,1
108502,1
108504,1
108505,1
108929,1
108963,1
108964,1
108965,1
108966,1
108968,1
109235,1
109236,1
109237,1
109238,1
109240,1
109349,1
109350,1
109351,1
109352,1
109353,1
109354,1
109355,1
109356,1
109357,1
109464,1
109465,1
109466,1
109467,1
109468,1
109470,1
109471,1
109472,1
109473,1
109475,1
109476,1
109481,1
109482,1
109484,1
109485,1
109492,1
109493,1
109495,1
109496,1
109497,1
109498,1
109503,1
109504,1
109505,1
109507,1
109907,1
109916,1
110159,1
110161,1
110162,1
110163,1
110164,1
110165,1
110166,1
110167,1
110418,1
110422,1
110424,1
110429,1
110430,1
110434,1
110932,1
110935,1
110943,1
110944,1
111637,1
111638,1
111639,1
111640,1
111641,1
111642,1
111644,1
111645,1
111671,1
111702,1
111708,1
111747,1
111748,1
111800,1
111801,1
111802,1
111803,1
111804,1
111805,1
111968,1
111969,1
111974,1
111976,1
111977,1
111978,1
111979,1
111981,1
111982,1
111983,1
111986,1
111987,1
111989,1
111990,1
111992,1
111993,1
112013,1
112014,1
112015,1
112340,1
112343,1
112344,1
112347,1
112348,1
112349,1
112350,1
112523,1
112524,1
112525,1
112526,1
112528,1
112529,1
113063,1
113137,1
113138,1
113140,1
113154,1
113158,1
113159,1
113287,1
113288,1
113289,1
113290,1
113292,1
113293,1
113294,1
113295,1
113296,1
113297,1
113298,1
113300,1
113301,1
113302,1
113304,1
113305,1
113545,1
113546,1
113547,1
113548,1
113549,1
113551,1
113553,1
114797,1
114798,1
115158,1
115159,1
115626,1
115627,1
115725,1
115729,1
115733,1
115736,1
115738,1
115739,1
115742,1
115743,1
116295,1
116297,1
116299,1
116302,1
116303,1
116304,1
116305,1
116306,1
116307,1
116308,1
116309,1
116310,1
116311,1
116312,1
116313,1
116314,1
116315,1
116318,1
116319,1
116541,1
116543,1
116544,1
116545,1
116546,1
116902,1
116903,1
116904,1
116906,1
116907,1
116908,1
116910,1
116911,1
116912,1
116913,1
117254,1
117310,1
117311,1
117774,1
117777,1
117783,1
117789,1
117790,1
117791,1
117858,1
117859,1
117860,1
117861,1
117863,1
117864,1
117865,1
117866,1
117867,1
117868,1
117869,1
117878,1
117880,1
117881,1
117882,1
117883,1
117884,1
117886,1
117887,1
118281,1
118285,1
118286,1
118287,1
118375,1
118378,1
118380,1
118381,1
118382,1
118383,1
118384,1
120516,1
120517,1
120518,1
120533,1
120535,1
120538,1
120539,1
120540,1
120542,1
120547,1
120548,1
121251,1
121252,1
121254,1
121255,1
121569,1
121570,1
121573,1
121574,1
121575,1
121806,1
121812,1
121813,1
121821,1
121822,1
121823,1
121824,1
121863,1
121865,1
121866,1
121867,1
121869,1
122115,1
122117,1
122119,1
122121,1
122122,1
122124,1
122125,1
122126,1
122127,1
122128,1
122131,1
122180,1
122181,1
122183,1
122184,1
122185,1
122186,1
122187,1
122188,1
122190,1
122374,1
122375,1
122377,1
122378,1
122379,1
122382,1
122609,1
122610,1
122611,1
122612,1
122678,1
122679,1
122680,1
122681,1
122684,1
122685,1
123389,1
123391,1
123392,1
123393,1
123418,1
123419,1
123420,1
123421,1
123422,1
123423,1
123424,1
123425,1
123426,1
123428,1
123429,1
123430,1
123431,1
123432,1
123522,1
123660,1
123661,1
123662,1
123706,1
123744,1
123745,1
123748,1
123862,1
123863,1
123864,1
123868,1
123908,1
123909,1
123912,1
123913,1
124004,1
124005,1
124006,1
124007,1
124008,1
124196,1
124198,1
124199,1
124200,1
124201,1
124443,1
124444,1
124445,1
124446,1
124462,1
124463,1
124464,1
124465,1
124466,1
124467,1
124468,1
124469,1
124470,1
124492,1
124496,1
124497,1
124557,1
124902,1
124904,1
124905,1
124906,1
124907,1
124908,1
124992,1
124993,1
124998,1
124999,1
125000,1
125001,1
125003,1
125004,1
125478,1
125482,1
125485,1
125487,1
125541,1
125542,1
125544,1
125545,1
125547,1
125548,1
125549,1
125550,1
125551,1
126041,1
126043,1
126044,1
126045,1
126209,1
126211,1
126213,1
126523,1
126529,1
126530,1
126531,1
126532,1
126656,1
126661,1
126665,1
126921,1
126924,1
126928,1
126946,1
126947,1
126948,1
126949,1
126950,1
126951,1
126952,1
126953,1
126954,1
126955,1
127195,1
127197,1
127198,1
127199,1
127202,1
127326,1
127327,1
127328,1
127329,1
127716,1
127720,1
127794,1
127979,1
128261,1
128262,1
128264,1
128267,1
128268,1
128269,1
128270,1
128271,1
128272,1
128486,1
128501,1
128504,1
128525,1
129082,1
129084,1
129085,1
129755,1
129803,1
129819,1
129823,1
129824,1
129850,1
129851,1
129852,1
129853,1
129854,1
129858,1
129938,1
130078,1
130079,1
130080,1
130082,1
130083,1
130084,1
130106,1
130112,1
130114,1
130221,1
130223,1
130225,1
130242,1
130243,1
130244,1
130396,1
130397,1
130398,1
130399,1
130400,1
130401,1
130402,1
130403,1
130602,1
130603,1
130604,1
130605,1
130606,1
130607,1
130682,1
130683,1
130987,1
131119,1
131122,1
131127,1
131128,1
131146,1
131153,1
131161,1
131166,1
131171,1
131172,1
131177,1
131179,1
131303,1
131535,1
131536,1
131537,1
131538,1
131539,1
131551,1
131552,1
131553,1
131554,1
131578,1
131639,1
131650,1
131651,1
131652,1
131653,1
131654,1
131655,1
131656,1
131657,1
132095,1
132147,1
132148,1
132149,1
132150,1
132152,1
132153,1
132154,1
132161,1
132162,1
132164,1
132166,1
132167,1
132168,1
132169,1
132170,1
132171,1
132758,1
132862,1
132883,1
132892,1
132893,1
132894,1
133479,1
133482,1
133483,1
133484,1
133485,1
133486,1
133624,1
133625,1
133626,1
133627,1
133629,1
133630,1
133631,1
133772,1
133804,1
133805,1
133806,1
133807,1
133808,1
133810,1
133811,1
133812,1
133813,1
133833,1
133843,1
134186,1
134187,1
134188,1
134645,1
134646,1
134648,1
134650,1
136091,1
136092,1
136093,1
136094,1
136106,1
136108,1
136109,1
136111,1
136112,1
136113,1
136400,1
136401,1
136402,1
136403,1
136458,1
136544,1
136546,1
136547,1
136548,1
137013,1
137199,1
137200,1
137201,1
137202,1
137204,1
137205,1
137206,1
137207,1
137208,1
137209,1
137212,1
137213,1
137214,1
137273,1
137275,1
137277,1
137278,1
137417,1
137418,1
137419,1
137420,1
137421,1
137422,1
137423,1
137425,1
137426,1
137579,1
137581,1
137582,1
137583,1
137584,1
137585,1
137586,1
137587,1
137588,1
137589,1
137590,1
137591,1
137593,1
137603,1
137604,1
137605,1
137606,1
137607,1
137608,1
137609,1
137624,1
137627,1
137630,1
137631,1
137632,1
137730,1
137731,1
137732,1
137733,1
137734,1
137735,1
137737,1
137738,1
137739,1
137740,1
137942,1
137943,1
137944,1
137945,1
137946,1
137948,1
137949,1
137951,1
137952,1
138042,1
138044,1
138045,1
138047,1
138048,1
138049,1
138050,1
138051,1
138052,1
138053,1
138116,1
138117,1
138119,1
138120,1
138274,1
138275,1
138276,1
138277,1
138278,1
138279,1
138281,1
138282,1
138291,1
138292,1
138293,1
138297,1
138298,1
138299,1
138300,1
138301,1
138303,1
138304,1
138305,1
138306,1
138311,1
138312,1
138315,1
138316,1
138318,1
138319,1
138348,1
138350,1
138351,1
138353,1
138354,1
139117,1
139119,1
139120,1
139121,1
139122,1
139123,1
139458,1
139459,1
139461,1
139765,1
139766,1
139767,1
139768,1
139769,1
139904,1
139925,1
140046,1
140119,1
140194,1
140247,1
140506,1
140576,1
140587,1
141170,1
141171,1
141172,1
141173,1
141228,1
141331,1
141392,1
141394,1
141434,1
141842,1
141843,1
141997,1
142099,1
142122,1
142125,1
142126,1
142127,1
142128,1
142144,1
142145,1
142147,1
142148,1
142149,1
142291,1
142292,1
142294,1
142297,1
142298,1
142299,1
142300,1
142389,1
142554,1
142555,1
142556,1
142557,1
142558,1
142559,1
142560,1
142562,1
142563,1
142612,1
142674,1
142934,1
142947,1
142948,1
142949,1
142950,1
142965,1
142967,1
142969,1
143029,1
143078,1
143079,1
143093,1
143094,1
143095,1
143096,1
143097,1
143099,1
143278,1
143280,1
143942,1
143943,1
143944,1
143945,1
143990,1
143993,1
143994,1
144589,1
144590,1
144591,1
145065,1
145066,1
145067,1
145257,1
145258,1
145259,1
145260,1
145402,1
145404,1
145607,1
145610,1
145611,1
145612,1
145616,1
145617,1
145618,1
145619,1
145764,1
145767,1
145771,1
145772,1
145773,1
145775,1
145779,1
145783,1
145879,1
146003,1
146004,1
146005,1
146430,1
146537,1
146538,1
146542,1
146543,1
146544,1
146546,1
146547,1
147216,1
147218,1
147220,1
147221,1
147387,1
147403,1
147404,1
147405,1
147406,1
147409,1
147410,1
147413,1
147415,1
147417,1
147735,1
147736,1
147739,1
147831,1
147835,1
147836,1
147839,1
147840,1
147948,1
147951,1
147952,1
147953,1
147955,1
147956,1
148012,1
148134,1
148145,1
148199,1
148890,1
148891,1
148892,1
148978,1
148979,1
149068,1
149073,1
149074,1
149147,1
149148,1
149187,1
149196,1
149209,1
149210,1
149211,1
149212,1
149213,1
149214,1
149406,1
149407,1
149408,1
149410,1
149411,1
149413,1
149416,1
149547,1
149563,1
149571,1
149572,1
149663,1
149668,1
149669,1
149670,1
149671,1
149728,1
149730,1
149938,1
149940,1
150011,1
150052,1
150283,1
150479,1
150481,1
150482,1
150568,1
150572,1
150573,1
150574,1
151515,1
151529,1
151555,1
151965,1
151966,1
151968,1
151972,1
152347,1
152359,1
152628,1
152632,1
152639,1
152641,1
153365,1
153420,1
153953,1
153954,1
154232,1
154656,1
154747,1
155314,1
31261,0
997,0
11831,0
54881,0
33308,0
136468,0
86987,0
13325,0
24795,0
63322,0
134548,0
72598,0
129806,0
131956,0
148285,0
143033,0
78834,0
82243,0
149122,0
66811,0
28175,0
42768,0
120181,0
42914,0
131977,0
14085,0
150018,0
71928,0
148488,0
54876,0
66961,0
114289,0
81885,0
46510,0
99496,0
61598,0
16895,0
70447,0
139369,0
141230,0
124112,0
23890,0
10529,0
44203,0
1891,0
63356,0
20741,0
148647,0
70461,0
61438,0
30302,0
18019,0
130996,0
61002,0
137992,0
87315,0
143143,0
86081,0
86721,0
102112,0
34525,0
37963,0
71614,0
148776,0
55107,0
140562,0
33464,0
84791,0
144938,0
10948,0
51952,0
69833,0
32045,0
129051,0
75224,0
40598,0
114297,0
92125,0
70969,0
55773,0
48269,0
125287,0
19737,0
56870,0
130581,0
70418,0
20731,0
115722,0
11890,0
66947,0
21161,0
143218,0
127913,0
124480,0
138480,0
133849,0
65669,0
69205,0
11201,0
47956,0
148299,0
98204,0
74668,0
117967,0
13125,0
1652,0
16399,0
55532,0
130367,0
108416,0
