track_id,Classical
70443,1
70444,1
70445,1
70446,1
70447,1
70448,1
70449,1
70450,1
70451,1
70452,1
70454,1
70455,1
70456,1
70457,1
70458,1
70459,1
70460,1
70461,1
70462,1
70463,1
70464,1
70465,1
70466,1
70467,1
70468,1
70469,1
70470,1
70471,1
70472,1
70933,1
70934,1
70935,1
70936,1
70937,1
70938,1
70939,1
70940,1
70941,1
70942,1
70943,1
71857,1
71858,1
73150,1
73151,1
73152,1
75704,1
75705,1
75706,1
75707,1
75710,1
75711,1
75712,1
75713,1
75714,1
75715,1
75716,1
75891,1
75893,1
75894,1
75895,1
75896,1
75897,1
75898,1
75914,1
75915,1
75916,1
75917,1
75918,1
75919,1
79900,1
79901,1
79902,1
79903,1
79904,1
79905,1
79906,1
79907,1
79908,1
79909,1
79910,1
79911,1
79912,1
79913,1
79914,1
81053,1
81054,1
81055,1
81056,1
81057,1
81058,1
81059,1
81060,1
82065,1
82068,1
82071,1
84791,1
84792,1
84793,1
91156,1
107508,1
107509,1
107510,1
107511,1
107512,1
107514,1
113594,1
113595,1
113596,1
113597,1
113598,1
113599,1
113600,1
113601,1
113602,1
113603,1
113604,1
113605,1
113606,1
113607,1
113608,1
116411,1
116412,1
120913,1
120914,1
120915,1
120916,1
120917,1
120918,1
120919,1
120920,1
120921,1
120922,1
120923,1
120924,1
120926,1
120927,1
120928,1
125202,1
134982,1
134983,1
134984,1
134985,1
136084,1
136085,1
136086,1
136087,1
136088,1
136089,1
139059,1
139060,1
139061,1
139062,1
139063,1
139064,1
139065,1
139066,1
140941,1
140942,1
140943,1
140944,1
140945,1
140946,1
140948,1
140949,1
140950,1
140951,1
140952,1
143137,1
143138,1
143139,1
143142,1
143143,1
143144,1
143145,1
143146,1
145206,1
145207,1
145208,1
145209,1
145563,1
145564,1
145565,1
145566,1
145567,1
145568,1
145569,1
145570,1
145571,1
145572,1
146000,1
146002,1
148488,1
148490,1
148643,1
148644,1
148645,1
148646,1
148647,1
148648,1
148649,1
148650,1
148651,1
148653,1
149702,1
149703,1
149705,1
149706,1
149707,1
149708,1
149709,1
149735,1
152844,1
75372,0
141159,0
37145,0
80229,0
99145,0
14868,0
110611,0
90411,0
61885,0
67623,0
19589,0
73341,0
147415,0
121738,0
110724,0
20203,0
997,0
120933,0
18013,0
122704,0
112340,0
123382,0
17657,0
108760,0
11917,0
17996,0
139172,0
14793,0
128476,0
155130,0
47465,0
99012,0
40778,0
112014,0
70774,0
14945,0
54235,0
58525,0
84515,0
130448,0
108029,0
63966,0
11261,0
114200,0
44794,0
143038,0
122883,0
3624,0
70876,0
40782,0
71710,0
52649,0
139862,0
149082,0
95571,0
54937,0
39863,0
113290,0
145708,0
16400,0
121451,0
61854,0
130686,0
80431,0
87325,0
108150,0
69205,0
129699,0
49066,0
122710,0
146456,0
149668,0
15540,0
80080,0
18690,0
49448,0
15002,0
57655,0
10112,0
80234,0
97547,0
56836,0
90772,0
34506,0
74376,0
52473,0
73185,0
36965,0
101893,0
57888,0
149711,0
19626,0
14795,0
54368,0
69691,0
11299,0
99703,0
9476,0
107384,0
78060,0
127448,0
49406,0
10983,0
122377,0
75225,0
130367,0
108526,0
49365,0
91895,0
114289,0
128999,0
151290,0
96399,0
24515,0
56083,0
52033,0
11797,0
130542,0
108037,0
124423,0
124401,0
1073,0
92549,0
36959,0
143095,0
64988,0
138355,0
5245,0
63356,0
12174,0
33214,0
67560,0
14867,0
71200,0
113524,0
85343,0
42864,0
12534,0
124906,0
143530,0
105145,0
138486,0
85307,0
11019,0
125152,0
15989,0
54162,0
17498,0
30302,0
79847,0
10885,0
66330,0
41883,0
99436,0
3952,0
141874,0
52474,0
21135,0
26174,0
11837,0
4216,0
46135,0
139726,0
138058,0
142967,0
14479,0
112527,0
52040,0
138740,0
29334,0
62645,0
111931,0
64594,0
34508,0
74373,0
20090,0
108775,0
91304,0
47658,0
132794,0
44287,0
21587,0
32883,0
98024,0
59917,0
113289,0
55451,0
63969,0
24216,0
150587,0
120782,0
145608,0
82705,0
130368,0
37131,0
114339,0
43316,0
151039,0
34529,0
127287,0
30507,0
14084,0
73343,0
126773,0
147414,0
26014,0
7780,0
34512,0
148587,0
145645,0
20095,0
14948,0
137609,0
18201,0
65898,0
40649,0
141164,0
124909,0
40134,0
107389,0
1652,0
87154,0
109658,0
137584,0
97548,0
95526,0
110080,0
75274,0
35002,0
40643,0
126951,0
15469,0
21138,0
56013,0
71620,0
104190,0
68570,0
63349,0
149755,0
62332,0
30315,0
90847,0
138051,0
111401,0
120198,0
84765,0
92284,0
39312,0
112788,0
18654,0
14081,0
78995,0
100523,0
27547,0
97985,0
19584,0
148843,0
59511,0
125377,0
131530,0
58526,0
76381,0
43313,0
17998,0
57408,0
16046,0
142396,0
30895,0
138282,0
72210,0
36652,0
139727,0
83627,0
50138,0
69683,0
122895,0
63802,0
124918,0
131960,0
62324,0
63758,0
22437,0
148847,0
41882,0
133326,0
142397,0
48931,0
117882,0
127911,0
20280,0
40132,0
52479,0
40647,0
15143,0
54713,0
87065,0
57050,0
21717,0
113447,0
22023,0
120939,0
99131,0
138008,0
145023,0
125149,0
76656,0
113025,0
36143,0
47503,0
148015,0
73337,0
69904,0
42914,0
53746,0
63970,0
67791,0
18001,0
76353,0
47464,0
145199,0
150161,0
38911,0
20097,0
20167,0
50752,0
138060,0
111819,0
127205,0
68751,0
15960,0
14879,0
114199,0
24549,0
98615,0
16424,0
19609,0
20201,0
66517,0
144402,0
54714,0
20129,0
8215,0
63912,0
72790,0
137429,0
52579,0
1929,0
75974,0
149648,0
127273,0
137274,0
5013,0
148582,0
38750,0
66974,0
59502,0
47500,0
20157,0
124461,0
111387,0
104283,0
101089,0
127203,0
134447,0
9155,0
56028,0
45934,0
18712,0
147159,0
37368,0
114043,0
96400,0
123376,0
64631,0
121453,0
48089,0
42139,0
29685,0
56646,0
151063,0
14104,0
44286,0
145040,0
125721,0
129082,0
120208,0
114430,0
33216,0
107102,0
27605,0
137209,0
116143,0
125723,0
70957,0
139949,0
58116,0
135054,0
110405,0
58233,0
130163,0
47028,0
47502,0
66522,0
12447,0
90652,0
55124,0
51383,0
64026,0
105095,0
125159,0
122544,0
69786,0
141972,0
109111,0
133846,0
122872,0
91840,0
109046,0
14920,0
82580,0
22558,0
126990,0
15260,0
149625,0
31261,0
1666,0
3532,0
49395,0
114288,0
123678,0
51503,0
121591,0
125487,0
41937,0
46194,0
105682,0
139729,0
106773,0
91998,0
126620,0
131425,0
58234,0
70300,0
108809,0
55579,0
20731,0
128504,0
39687,0
73821,0
124458,0
146537,0
116238,0
70770,0
49581,0
18005,0
66390,0
14799,0
83821,0
98799,0
137896,0
140299,0
686,0
46008,0
63965,0
83913,0
18026,0
24798,0
145027,0
145024,0
141872,0
126055,0
11854,0
107848,0
125545,0
110776,0
25153,0
7460,0
35544,0
608,0
18029,0
4699,0
145038,0
101410,0
126398,0
11206,0
148513,0
108314,0
49812,0
102173,0
20750,0
40783,0
25236,0
118857,0
17912,0
20133,0
127531,0
37959,0
142552,0
1015,0
70654,0
33986,0
92546,0
128484,0
132436,0
15263,0
69194,0
151032,0
20738,0
25123,0
11938,0
104064,0
39660,0
57882,0
75221,0
13115,0
45475,0
75266,0
18888,0
36434,0
84775,0
4501,0
81883,0
54039,0
106881,0
122610,0
71266,0
29042,0
92125,0
28916,0
74945,0
39018,0
129051,0
145042,0
147949,0
112487,0
75220,0
54625,0
92558,0
89816,0
66950,0
63375,0
71821,0
128916,0
51263,0
138054,0
125003,0
148844,0
55107,0
113809,0
44340,0
69211,0
120936,0
17467,0
60282,0
95915,0
74914,0
137590,0
66768,0
146708,0
19592,0
91458,0
20153,0
98581,0
137435,0
131451,0
35565,0
28529,0
126604,0
20139,0
153383,0
124416,0
60707,0
67330,0
20142,0
123278,0
125548,0
118222,0
32325,0
92493,0
42731,0
93060,0
11446,0
86521,0
22049,0
144392,0
147012,0
5030,0
3401,0
93725,0
118729,0
40780,0
145021,0
65756,0
99079,0
75271,0
147417,0
102134,0
125151,0
89814,0
25152,0
106506,0
20088,0
11257,0
11770,0
29602,0
34528,0
108528,0
33218,0
137211,0
54234,0
20491,0
126625,0
21134,0
13120,0
133730,0
8204,0
114293,0
136402,0
112318,0
