track_id,Rock
14103,1
14154,1
14155,1
14198,1
14202,1
14204,1
14207,1
14215,1
14216,1
14217,1
14218,1
14219,1
14220,1
14221,1
14223,1
14409,1
14440,1
14491,1
14492,1
14556,1
14558,1
14559,1
14562,1
14564,1
14653,1
14656,1
14733,1
14734,1
14736,1
14737,1
14738,1
14739,1
14740,1
14742,1
14743,1
14744,1
14745,1
14754,1
14758,1
14787,1
15124,1
15130,1
15156,1
15157,1
15176,1
15195,1
15227,1
15256,1
15257,1
15260,1
15261,1
15265,1
15266,1
15269,1
15271,1
15304,1
15307,1
15496,1
15497,1
15498,1
15531,1
15607,1
15609,1
15612,1
15620,1
15755,1
16156,1
16157,1
16159,1
16181,1
16209,1
16210,1
16288,1
16296,1
16342,1
16343,1
16354,1
16434,1
16435,1
16437,1
16438,1
16439,1
16691,1
16692,1
16693,1
16694,1
16695,1
16696,1
16699,1
16700,1
16701,1
16702,1
16731,1
16733,1
16736,1
16737,1
16761,1
16765,1
16772,1
16819,1
16820,1
16822,1
16843,1
16848,1
16994,1
16997,1
17053,1
17057,1
17130,1
17131,1
17259,1
17322,1
17323,1
17325,1
17341,1
17342,1
17343,1
17351,1
17444,1
17448,1
17451,1
17452,1
17454,1
17455,1
17456,1
17457,1
17461,1
17462,1
17463,1
17464,1
17576,1
17579,1
17580,1
17602,1
17603,1
17711,1
17729,1
17734,1
17735,1
17740,1
17746,1
17785,1
17839,1
17840,1
17841,1
17842,1
17843,1
17856,1
17858,1
17859,1
17860,1
17892,1
17893,1
17900,1
17908,1
17909,1
17911,1
17912,1
17915,1
18197,1
18200,1
18201,1
18412,1
18444,1
18606,1
18607,1
18609,1
18610,1
18611,1
18612,1
18613,1
18614,1
18641,1
18654,1
18681,1
18683,1
18687,1
18787,1
18788,1
18888,1
19072,1
19175,1
19178,1
19179,1
19181,1
19184,1
19186,1
19187,1
19188,1
19328,1
19348,1
19349,1
19350,1
19351,1
19353,1
19354,1
19355,1
19390,1
19391,1
19392,1
19393,1
19401,1
19403,1
19461,1
19464,1
19465,1
19466,1
19470,1
19550,1
19642,1
19644,1
19648,1
19649,1
19657,1
19658,1
19664,1
19668,1
19669,1
19670,1
19671,1
19684,1
19685,1
19718,1
19719,1
19720,1
19721,1
19722,1
19724,1
19735,1
19738,1
19741,1
19790,1
19791,1
19793,1
20010,1
20011,1
20012,1
20013,1
20014,1
20050,1
20051,1
20055,1
20056,1
20057,1
20058,1
20227,1
20231,1
20264,1
20280,1
20341,1
20344,1
20444,1
20445,1
20448,1
20485,1
20486,1
20487,1
20489,1
20490,1
20491,1
20961,1
20963,1
20964,1
20965,1
20966,1
21080,1
21081,1
21184,1
21185,1
21186,1
21187,1
21188,1
21189,1
21190,1
21192,1
21302,1
21717,1
21743,1
21859,1
21860,1
21861,1
22031,1
22032,1
22033,1
22050,1
22093,1
22096,1
22100,1
22104,1
22110,1
22116,1
22152,1
22333,1
22334,1
22336,1
22339,1
22340,1
22342,1
22344,1
22346,1
22347,1
22349,1
22369,1
22371,1
22550,1
22562,1
22596,1
22597,1
22598,1
22599,1
22601,1
22602,1
22603,1
23037,1
23041,1
23172,1
23257,1
23339,1
23669,1
23678,1
24654,1
24655,1
25111,1
25236,1
25237,1
25902,1
25903,1
26244,1
26310,1
26324,1
26325,1
26484,1
26485,1
26486,1
26487,1
26490,1
26542,1
26546,1
26639,1
26640,1
26641,1
26642,1
26643,1
26676,1
26677,1
26678,1
26681,1
26729,1
26730,1
26804,1
27224,1
27225,1
27227,1
27235,1
27340,1
27341,1
27349,1
27350,1
27409,1
27420,1
27426,1
27430,1
27604,1
27605,1
27606,1
27787,1
28022,1
28023,1
28024,1
28066,1
28067,1
28068,1
28069,1
28070,1
28260,1
28261,1
28264,1
28265,1
28266,1
28274,1
28691,1
28692,1
28765,1
28774,1
28781,1
28783,1
28916,1
28917,1
29334,1
29396,1
29398,1
29401,1
29447,1
29451,1
29452,1
29453,1
29498,1
29501,1
29505,1
29506,1
29622,1
29808,1
29809,1
29810,1
29811,1
29814,1
29837,1
29839,1
29841,1
29855,1
29856,1
29858,1
29859,1
29861,1
29881,1
29932,1
29933,1
29934,1
29936,1
29937,1
30074,1
30077,1
30084,1
30133,1
30135,1
30136,1
30137,1
30153,1
30168,1
30173,1
30397,1
30410,1
30508,1
30633,1
30634,1
30865,1
30927,1
30928,1
30929,1
30930,1
31160,1
31260,1
31261,1
31316,1
31317,1
31326,1
31434,1
31436,1
31440,1
31441,1
31446,1
31647,1
31714,1
31802,1
31999,1
32000,1
32001,1
32014,1
32021,1
32065,1
32066,1
32067,1
32068,1
32075,1
32076,1
32077,1
32078,1
32079,1
32080,1
32081,1
32082,1
32083,1
32084,1
32085,1
32230,1
32231,1
32370,1
32371,1
32448,1
32449,1
32451,1
32457,1
32458,1
32459,1
32460,1
32461,1
32462,1
32533,1
32534,1
32539,1
32677,1
32678,1
32679,1
32680,1
32681,1
32682,1
32683,1
32684,1
32767,1
32768,1
32771,1
32774,1
32791,1
32792,1
33017,1
33018,1
33034,1
33166,1
33184,1
33192,1
33331,1
33332,1
33333,1
33335,1
33337,1
33459,1
33460,1
33461,1
33464,1
33465,1
33466,1
33533,1
33534,1
33536,1
33537,1
33538,1
33540,1
33541,1
33542,1
33543,1
33544,1
33545,1
33547,1
33985,1
33986,1
33987,1
33988,1
33989,1
33990,1
33991,1
33993,1
33994,1
34083,1
34189,1
34198,1
34348,1
34360,1
34426,1
34428,1
34430,1
34579,1
34851,1
34887,1
34984,1
35159,1
35160,1
35161,1
35162,1
35284,1
35419,1
35525,1
35527,1
35528,1
35530,1
35532,1
35535,1
35537,1
35539,1
35543,1
35571,1
35784,1
35945,1
36085,1
36178,1
36187,1
36188,1
36189,1
36190,1
36191,1
36192,1
36221,1
36373,1
36399,1
36400,1
36481,1
36485,1
36516,1
36518,1
36520,1
36521,1
36523,1
36525,1
36526,1
36834,1
36836,1
37051,1
37074,1
37076,1
37078,1
37079,1
37145,1
37147,1
37319,1
37323,1
37326,1
37327,1
37329,1
37330,1
37331,1
37457,1
37460,1
37587,1
37588,1
37589,1
37590,1
37630,1
37637,1
37726,1
37727,1
37728,1
37729,1
37730,1
37731,1
37859,1
37860,1
37876,1
37947,1
38265,1
38317,1
38318,1
38324,1
38325,1
38405,1
38421,1
38422,1
38423,1
38435,1
38516,1
38517,1
38519,1
38521,1
38522,1
38523,1
38556,1
38557,1
38558,1
38613,1
38614,1
38617,1
38618,1
38619,1
38620,1
38621,1
38745,1
38748,1
39359,1
39434,1
39435,1
39436,1
39437,1
39439,1
39440,1
39765,1
39860,1
39863,1
39864,1
39866,1
39965,1
40132,1
40133,1
40134,1
40136,1
40139,1
40140,1
40246,1
40248,1
40249,1
40269,1
40276,1
40277,1
40279,1
40280,1
40281,1
40341,1
40342,1
40351,1
40354,1
40355,1
40358,1
40414,1
40416,1
40417,1
40418,1
40421,1
40701,1
40936,1
40937,1
40939,1
40940,1
40984,1
40985,1
40986,1
41011,1
41013,1
41014,1
41015,1
41207,1
41208,1
41209,1
41210,1
41211,1
41245,1
41247,1
41567,1
41801,1
41802,1
41803,1
41812,1
41813,1
41863,1
41864,1
41865,1
41866,1
41868,1
41869,1
41874,1
41880,1
41882,1
41883,1
41963,1
41964,1
41965,1
42049,1
42265,1
42310,1
42311,1
42312,1
42426,1
42427,1
42428,1
42431,1
42433,1
42434,1
42435,1
42441,1
42442,1
42443,1
42445,1
42447,1
42448,1
42449,1
42456,1
42457,1
42461,1
42462,1
42475,1
42476,1
42477,1
42479,1
42480,1
42481,1
42482,1
42483,1
42484,1
42485,1
42527,1
42529,1
42530,1
42531,1
42532,1
42533,1
42761,1
42766,1
42770,1
42772,1
42773,1
42774,1
42775,1
42776,1
42782,1
42788,1
42789,1
42800,1
42806,1
42807,1
42810,1
42841,1
42842,1
42846,1
42847,1
42851,1
42852,1
42861,1
42864,1
42866,1
42867,1
42868,1
42869,1
42871,1
42872,1
42920,1
42936,1
42937,1
42938,1
42939,1
42941,1
42946,1
42952,1
43399,1
43400,1
43401,1
43402,1
43403,1
43411,1
43509,1
43511,1
43609,1
43610,1
43612,1
43613,1
43614,1
43615,1
43617,1
43812,1
43889,1
43895,1
43954,1
43955,1
43959,1
44132,1
44185,1
44192,1
44193,1
44196,1
44197,1
44198,1
44199,1
44200,1
44201,1
44202,1
44203,1
44204,1
44205,1
44206,1
44231,1
44275,1
44276,1
44277,1
44278,1
44279,1
44281,1
44282,1
44284,1
44285,1
44886,1
44887,1
44888,1
44894,1
44895,1
44916,1
44917,1
44919,1
44920,1
44921,1
44922,1
44954,1
44958,1
44959,1
44973,1
44985,1
45021,1
45022,1
45025,1
45028,1
45054,1
45055,1
45056,1
45057,1
45058,1
45060,1
45064,1
45275,1
45362,1
45365,1
45366,1
45375,1
45463,1
45469,1
45474,1
45486,1
45544,1
45550,1
45551,1
45964,1
46012,1
46013,1
46014,1
46016,1
46017,1
46018,1
46019,1
46020,1
46022,1
46023,1
46024,1
46025,1
46026,1
46080,1
46084,1
46087,1
46088,1
46089,1
46091,1
46100,1
46135,1
46137,1
46144,1
46146,1
46147,1
46148,1
46149,1
46191,1
46198,1
46205,1
46206,1
46465,1
46468,1
46470,1
46474,1
46475,1
46476,1
46731,1
46757,1
46836,1
46838,1
47024,1
47025,1
47026,1
47027,1
47029,1
47030,1
47031,1
47156,1
47406,1
47414,1
47419,1
47420,1
47463,1
47464,1
47465,1
47466,1
47467,1
47468,1
47469,1
47470,1
47471,1
47474,1
47475,1
47477,1
47478,1
47479,1
47482,1
47500,1
47501,1
47502,1
47503,1
47508,1
47509,1
47510,1
47520,1
47521,1
47522,1
47523,1
47524,1
47525,1
47526,1
47594,1
47595,1
47596,1
47597,1
47598,1
47601,1
47676,1
47741,1
47743,1
47768,1
47782,1
47822,1
47915,1
47916,1
47917,1
47918,1
47920,1
47921,1
47922,1
47923,1
47924,1
47945,1
47947,1
47948,1
47951,1
47955,1
47957,1
47998,1
48008,1
48015,1
48067,1
48069,1
48070,1
48087,1
48088,1
48089,1
48090,1
48091,1
48092,1
48229,1
48230,1
48263,1
48265,1
48368,1
48369,1
48730,1
48731,1
48763,1
48782,1
48793,1
48796,1
48805,1
48806,1
48902,1
48910,1
48925,1
48973,1
48986,1
48990,1
48999,1
49087,1
49099,1
49103,1
49106,1
49130,1
49136,1
49138,1
49361,1
49427,1
49431,1
49433,1
49441,1
49443,1
49444,1
49448,1
49529,1
49531,1
49532,1
49537,1
49812,1
49814,1
49815,1
49817,1
49930,1
50056,1
50269,1
50270,1
50284,1
50409,1
50444,1
50445,1
50446,1
50447,1
50448,1
50449,1
50539,1
50540,1
50541,1
50542,1
50543,1
50544,1
50545,1
50608,1
50609,1
50610,1
50611,1
50612,1
50614,1
50651,1
50653,1
50748,1
50749,1
50750,1
50751,1
50752,1
50753,1
50754,1
50812,1
50818,1
50820,1
50821,1
50823,1
50828,1
50829,1
50830,1
50832,1
50833,1
50851,1
50852,1
50853,1
50854,1
50856,1
50857,1
50858,1
50859,1
51146,1
51193,1
51194,1
51309,1
51316,1
51317,1
51359,1
51360,1
51382,1
51383,1
51387,1
51388,1
51547,1
51548,1
51549,1
51555,1
51557,1
51586,1
51592,1
51595,1
51596,1
51597,1
51599,1
51600,1
51601,1
51603,1
51711,1
51712,1
51713,1
51714,1
51715,1
51765,1
51766,1
51767,1
51774,1
52003,1
52007,1
52221,1
52222,1
52224,1
52229,1
52250,1
52255,1
52256,1
52258,1
52261,1
52353,1
52354,1
52355,1
52357,1
52358,1
52359,1
52360,1
52361,1
52362,1
52404,1
52444,1
52473,1
52474,1
52475,1
52476,1
52477,1
52478,1
52479,1
52484,1
52485,1
52487,1
52489,1
52493,1
52520,1
52521,1
52522,1
52547,1
52563,1
52564,1
52565,1
52566,1
52567,1
52696,1
52697,1
52876,1
52899,1
52910,1
52912,1
52971,1
53344,1
53349,1
53354,1
53355,1
53636,1
53664,1
53666,1
53715,1
53735,1
53736,1
53738,1
53739,1
53740,1
53741,1
53742,1
53743,1
53744,1
53746,1
53749,1
53758,1
53807,1
53898,1
53900,1
53901,1
54051,1
54055,1
54056,1
54065,1
54072,1
54077,1
54078,1
54161,1
54162,1
54163,1
54298,1
54332,1
54333,1
54339,1
54596,1
54622,1
54623,1
54624,1
54625,1
54626,1
54724,1
54726,1
54728,1
54730,1
54732,1
54733,1
54734,1
54735,1
54736,1
54870,1
54871,1
54872,1
54930,1
54932,1
54934,1
54935,1
54937,1
54938,1
54939,1
54946,1
55255,1
55256,1
55257,1
55260,1
55261,1
55397,1
55398,1
55399,1
55400,1
55401,1
55402,1
55404,1
55451,1
55452,1
55709,1
55710,1
55711,1
55712,1
55713,1
55714,1
55715,1
55716,1
55717,1
55718,1
55719,1
55901,1
55902,1
55905,1
55907,1
55912,1
55916,1
55917,1
55918,1
55920,1
55921,1
55922,1
55925,1
55928,1
56048,1
56049,1
56051,1
56053,1
56120,1
56145,1
56146,1
56147,1
56149,1
56150,1
56151,1
56152,1
56166,1
56167,1
56168,1
56169,1
56171,1
56191,1
56464,1
56476,1
56543,1
56545,1
56547,1
56548,1
56549,1
56550,1
56551,1
56552,1
56553,1
56554,1
56555,1
56558,1
56645,1
56646,1
56647,1
56648,1
56649,1
56650,1
56651,1
56652,1
56658,1
56659,1
56664,1
56665,1
56667,1
56837,1
56839,1
56841,1
56842,1
56875,1
56881,1
56882,1
56883,1
56885,1
56929,1
57041,1
57046,1
57047,1
57048,1
57049,1
57050,1
57051,1
57053,1
57054,1
57070,1
57071,1
57080,1
57254,1
57255,1
57256,1
57257,1
57391,1
57393,1
57395,1
57396,1
57399,1
57400,1
57402,1
57403,1
57404,1
57451,1
57458,1
57477,1
57493,1
57494,1
57495,1
57496,1
57499,1
57500,1
57550,1
57551,1
57552,1
57553,1
57554,1
57555,1
57556,1
57557,1
57558,1
57565,1
57566,1
57567,1
57568,1
57569,1
57584,1
57624,1
57631,1
57637,1
57638,1
57655,1
57656,1
57657,1
57659,1
57660,1
57661,1
57663,1
57680,1
57806,1
57809,1
57812,1
57813,1
57882,1
57883,1
57884,1
57886,1
57887,1
57891,1
57961,1
57962,1
57964,1
57965,1
57966,1
57967,1
57968,1
57995,1
57997,1
57998,1
58093,1
58222,1
58223,1
58224,1
58225,1
58333,1
58334,1
58344,1
58393,1
58401,1
58402,1
58403,1
58404,1
58417,1
58419,1
58423,1
58425,1
58525,1
58526,1
58528,1
58540,1
58541,1
58542,1
58599,1
58604,1
59075,1
59078,1
59080,1
59086,1
59087,1
59176,1
59178,1
59179,1
59180,1
59181,1
59224,1
59226,1
59231,1
59240,1
59241,1
59367,1
59371,1
59372,1
59373,1
59432,1
59455,1
59561,1
59562,1
59563,1
59876,1
59904,1
59905,1
59906,1
59911,1
59912,1
59916,1
59923,1
59925,1
59926,1
59927,1
59973,1
59977,1
59978,1
59979,1
60213,1
60220,1
60221,1
60351,1
60353,1
60355,1
60356,1
60357,1
60358,1
60359,1
60360,1
60362,1
60363,1
60427,1
60459,1
60461,1
60462,1
60464,1
60591,1
60592,1
60595,1
60598,1
60599,1
60600,1
60672,1
60688,1
60707,1
60720,1
60726,1
60727,1
60729,1
60731,1
60732,1
60733,1
60734,1
60881,1
60882,1
60883,1
60884,1
60885,1
60889,1
60891,1
60892,1
60893,1
60895,1
60896,1
60897,1
60932,1
60960,1
60968,1
60980,1
60981,1
60985,1
60990,1
60992,1
60993,1
60996,1
61005,1
61491,1
61492,1
61493,1
61519,1
61604,1
61781,1
61782,1
61798,1
61799,1
61802,1
61807,1
61808,1
61809,1
61812,1
61813,1
61816,1
61817,1
61819,1
61820,1
61821,1
61955,1
61956,1
61957,1
61958,1
62150,1
62152,1
62197,1
62207,1
62337,1
62445,1
62458,1
62524,1
62561,1
62563,1
62564,1
62565,1
62581,1
62582,1
62583,1
62585,1
62586,1
62587,1
62654,1
62655,1
62658,1
62659,1
62826,1
62829,1
62833,1
62858,1
62861,1
62867,1
62873,1
62874,1
63023,1
63031,1
63037,1
63038,1
63039,1
63040,1
63041,1
63042,1
63044,1
63045,1
63048,1
63050,1
63096,1
63098,1
63099,1
63100,1
63112,1
63113,1
63114,1
63115,1
63116,1
63117,1
63187,1
63188,1
63191,1
63259,1
63260,1
63263,1
63264,1
63295,1
63303,1
63304,1
63306,1
63379,1
63380,1
63382,1
63383,1
63384,1
63386,1
63387,1
63388,1
63389,1
63390,1
63391,1
63392,1
63394,1
63396,1
63397,1
63398,1
63400,1
63401,1
63402,1
63404,1
63406,1
63442,1
63444,1
63450,1
63452,1
63453,1
63468,1
63469,1
63471,1
63472,1
63473,1
63475,1
63477,1
63479,1
63481,1
63483,1
63497,1
63499,1
63500,1
63593,1
63594,1
63595,1
63773,1
63776,1
63820,1
63915,1
63918,1
63919,1
63920,1
63921,1
63922,1
64021,1
64023,1
64024,1
64025,1
64026,1
64028,1
64030,1
64031,1
64032,1
64033,1
64034,1
64035,1
64192,1
64193,1
64194,1
64228,1
64235,1
64236,1
64240,1
64254,1
64255,1
64256,1
64257,1
64274,1
64286,1
64287,1
64463,1
64477,1
64478,1
64479,1
64495,1
64497,1
64499,1
64550,1
64551,1
64552,1
64567,1
64634,1
64649,1
64659,1
64660,1
64661,1
64663,1
64664,1
64665,1
64666,1
64668,1
64669,1
64690,1
64691,1
64695,1
64696,1
64739,1
64743,1
64760,1
64762,1
64763,1
64764,1
64766,1
64767,1
64768,1
64769,1
64770,1
64826,1
64831,1
64911,1
64912,1
64918,1
64919,1
64928,1
64929,1
64930,1
64931,1
64998,1
64999,1
65000,1
65001,1
65002,1
65160,1
65164,1
65166,1
65167,1
65170,1
65171,1
65172,1
65176,1
65251,1
65264,1
65295,1
65301,1
65614,1
65615,1
65616,1
65617,1
65618,1
65619,1
65628,1
65629,1
65644,1
65686,1
65698,1
65699,1
65877,1
65878,1
65879,1
65880,1
65885,1
65887,1
65889,1
65898,1
65900,1
65973,1
65979,1
66117,1
66124,1
66125,1
66200,1
66201,1
66202,1
66348,1
66355,1
66356,1
66357,1
66358,1
66394,1
66396,1
66397,1
66399,1
66403,1
66404,1
66405,1
66444,1
66449,1
66452,1
66457,1
66458,1
66459,1
66460,1
66461,1
66462,1
66463,1
66464,1
66465,1
66466,1
66467,1
66534,1
66535,1
66536,1
66537,1
66538,1
66539,1
66655,1
66659,1
66660,1
66661,1
66663,1
66668,1
66670,1
66671,1
66713,1
66715,1
66716,1
66717,1
66761,1
66768,1
66770,1
66771,1
66772,1
66778,1
66788,1
66992,1
66993,1
66997,1
66998,1
67000,1
67167,1
67190,1
67191,1
67237,1
67238,1
67239,1
67240,1
67241,1
67248,1
67269,1
67412,1
67418,1
67446,1
67447,1
67449,1
67451,1
67452,1
67454,1
67455,1
67456,1
67506,1
67507,1
67508,1
67509,1
67510,1
67511,1
67556,1
67557,1
67558,1
67561,1
67562,1
67563,1
67564,1
67565,1
67566,1
67589,1
67596,1
67648,1
67649,1
67652,1
67653,1
67654,1
67655,1
67656,1
67657,1
67658,1
67660,1
67661,1
67761,1
67762,1
67769,1
67779,1
67780,1
68333,1
68334,1
68404,1
68507,1
68696,1
68707,1
68708,1
68709,1
68710,1
68712,1
68713,1
68816,1
68817,1
68818,1
68819,1
68821,1
68906,1
68907,1
68909,1
68910,1
68911,1
68913,1
68915,1
68916,1
69171,1
69172,1
69173,1
69174,1
69175,1
69176,1
69177,1
69178,1
69258,1
69260,1
69261,1
69262,1
69263,1
69264,1
69270,1
69272,1
69291,1
69299,1
69349,1
69361,1
69362,1
69636,1
69646,1
69647,1
69688,1
69689,1
69690,1
69695,1
69696,1
69719,1
69720,1
69721,1
69723,1
69724,1
69725,1
69727,1
69737,1
69741,1
69743,1
69769,1
69776,1
69781,1
69782,1
69925,1
69926,1
69928,1
69929,1
69938,1
69939,1
69941,1
69943,1
69944,1
69945,1
69946,1
69947,1
69948,1
69951,1
69952,1
69953,1
69955,1
70040,1
70041,1
70044,1
70045,1
70190,1
70191,1
70193,1
70194,1
70199,1
70201,1
70202,1
70204,1
70205,1
70245,1
70250,1
70251,1
70267,1
70268,1
70272,1
70273,1
70274,1
70275,1
70402,1
70403,1
70407,1
70409,1
70412,1
70434,1
70436,1
70437,1
70438,1
70439,1
70687,1
70693,1
70696,1
70809,1
70811,1
70813,1
70821,1
70822,1
70824,1
70885,1
70886,1
70887,1
70888,1
71256,1
71257,1
71259,1
71261,1
71263,1
71266,1
71271,1
71272,1
71273,1
71274,1
71275,1
71276,1
71303,1
71304,1
71362,1
71364,1
71365,1
71366,1
71367,1
71368,1
71369,1
71370,1
71371,1
71372,1
71488,1
71609,1
71610,1
71611,1
71613,1
71614,1
71615,1
71616,1
71617,1
71618,1
71619,1
71620,1
71621,1
71622,1
71710,1
71714,1
71715,1
71719,1
71721,1
71866,1
71869,1
71871,1
71872,1
71873,1
71920,1
71921,1
71922,1
71923,1
71924,1
