track_id,Experimental
40905,1
40908,1
40909,1
40913,1
40921,1
40922,1
41044,1
41045,1
41046,1
41052,1
41054,1
41055,1
41056,1
41605,1
41706,1
41709,1
41714,1
42119,1
42126,1
42129,1
42135,1
42138,1
42139,1
42141,1
42146,1
42279,1
42281,1
42283,1
42285,1
42286,1
42287,1
42288,1
42304,1
42632,1
42634,1
42798,1
42966,1
42984,1
43055,1
43056,1
43057,1
43061,1
43062,1
43063,1
43608,1
43689,1
43691,1
43882,1
43883,1
43884,1
43885,1
43886,1
44110,1
44158,1
44164,1
44168,1
44169,1
44341,1
44342,1
44343,1
44344,1
44346,1
44347,1
44353,1
44354,1
44355,1
44359,1
44362,1
44366,1
44373,1
44374,1
44376,1
44778,1
44779,1
44780,1
44781,1
44782,1
44791,1
44792,1
44793,1
44794,1
44795,1
44796,1
44797,1
44798,1
44799,1
44800,1
44801,1
44802,1
44803,1
44804,1
44825,1
44848,1
44849,1
44850,1
44851,1
44852,1
44853,1
44854,1
44856,1
44863,1
44975,1
45419,1
45420,1
45423,1
45427,1
45429,1
45921,1
45934,1
45941,1
45953,1
45972,1
45980,1
46005,1
46007,1
46008,1
46011,1
46028,1
46029,1
46043,1
46048,1
46054,1
46058,1
46059,1
46063,1
46064,1
46065,1
46066,1
46067,1
46068,1
46069,1
46079,1
46161,1
46162,1
46237,1
46238,1
46239,1
46241,1
46243,1
46244,1
46302,1
46311,1
46611,1
46710,1
46711,1
46712,1
46713,1
46717,1
46718,1
46720,1
46984,1
47192,1
47193,1
47194,1
47195,1
47196,1
47197,1
47198,1
47199,1
47200,1
47201,1
47202,1
47672,1
47675,1
47707,1
47708,1
47826,1
47870,1
47874,1
47882,1
48042,1
48043,1
48044,1
48046,1
48269,1
48306,1
48307,1
48311,1
48317,1
48319,1
48326,1
48329,1
48334,1
48344,1
48345,1
48346,1
48370,1
48411,1
48412,1
48413,1
48416,1
48418,1
48680,1
48681,1
48682,1
48778,1
48852,1
48853,1
48854,1
48855,1
48856,1
48857,1
48858,1
48859,1
48860,1
48861,1
48862,1
48863,1
48864,1
48865,1
48931,1
48933,1
48949,1
49023,1
49027,1
49060,1
49061,1
49062,1
49064,1
49066,1
49067,1
49068,1
49070,1
49071,1
49072,1
49073,1
49161,1
49167,1
49169,1
49173,1
49393,1
49394,1
49395,1
49399,1
49401,1
49404,1
49406,1
49407,1
49408,1
49819,1
50163,1
50164,1
50165,1
50167,1
50836,1
50837,1
51111,1
51112,1
51113,1
51114,1
51115,1
51117,1
51118,1
51157,1
51158,1
51197,1
51200,1
51201,1
51202,1
51203,1
51296,1
51297,1
51299,1
51301,1
51303,1
51304,1
51305,1
51344,1
51355,1
51479,1
51481,1
51689,1
51690,1
51786,1
52138,1
52141,1
52339,1
52859,1
52860,1
52861,1
52862,1
53498,1
53675,1
53685,1
53686,1
53687,1
53688,1
53689,1
53690,1
53691,1
53729,1
53730,1
53731,1
53732,1
53733,1
54019,1
54217,1
54496,1
54553,1
54554,1
54555,1
54556,1
54557,1
55479,1
55480,1
55481,1
55532,1
55938,1
56006,1
56007,1
56010,1
56011,1
56012,1
56013,1
56014,1
56015,1
56017,1
56019,1
56020,1
56021,1
56022,1
56031,1
56033,1
56083,1
56888,1
57271,1
57272,1
57273,1
57274,1
57327,1
57328,1
57329,1
57339,1
57344,1
57351,1
57352,1
57355,1
57358,1
57359,1
57360,1
57440,1
57441,1
57442,1
57601,1
57626,1
57627,1
57628,1
57629,1
57630,1
57936,1
57937,1
57938,1
57939,1
57943,1
58001,1
58002,1
58052,1
58053,1
58054,1
58060,1
58061,1
58063,1
58068,1
58069,1
58070,1
58553,1
58555,1
58566,1
58567,1
58570,1
59816,1
59823,1
59826,1
59930,1
60074,1
60317,1
60318,1
60323,1
60331,1
60337,1
60810,1
60963,1
60966,1
60967,1
60994,1
60995,1
61595,1
61596,1
61598,1
62318,1
62319,1
62321,1
62901,1
63149,1
63151,1
63152,1
63156,1
63157,1
63159,1
63161,1
63163,1
63270,1
63316,1
63322,1
63626,1
63925,1
63936,1
64078,1
64091,1
64093,1
64247,1
64248,1
64249,1
64250,1
64251,1
64252,1
64253,1
64594,1
64595,1
64596,1
64597,1
64599,1
64600,1
64601,1
64602,1
64603,1
64604,1
64771,1
64854,1
64855,1
64856,1
64857,1
64858,1
64859,1
64860,1
64861,1
64862,1
64863,1
64864,1
64865,1
64866,1
64893,1
64895,1
64896,1
65090,1
65234,1
65265,1
65266,1
65438,1
65439,1
65451,1
65480,1
66469,1
66471,1
66474,1
66477,1
66479,1
66480,1
66482,1
66483,1
66889,1
66894,1
67457,1
67458,1
67459,1
67462,1
67496,1
67500,1
67530,1
67531,1
67623,1
67624,1
67625,1
67626,1
67701,1
67707,1
67734,1
67736,1
67752,1
67755,1
67829,1
68407,1
68408,1
68409,1
68410,1
68536,1
68537,1
68538,1
68539,1
68540,1
68541,1
68542,1
68543,1
68549,1
68551,1
68570,1
68571,1
68573,1
68576,1
68579,1
68869,1
68871,1
68872,1
68875,1
68999,1
69001,1
69002,1
69303,1
69665,1
69682,1
69683,1
69686,1
69784,1
69785,1
69786,1
69787,1
69788,1
69789,1
69791,1
69792,1
69793,1
69798,1
69864,1
70002,1
70005,1
70163,1
70168,1
70171,1
70172,1
70173,1
70174,1
70517,1
71526,1
71859,1
71884,1
71885,1
72146,1
72147,1
72148,1
72149,1
72926,1
72927,1
72928,1
72930,1
72986,1
73089,1
73095,1
73097,1
73098,1
73099,1
73100,1
73494,1
73819,1
73820,1
73821,1
73822,1
74198,1
74302,1
74311,1
74347,1
74370,1
74371,1
74372,1
74373,1
74374,1
74375,1
74376,1
74377,1
74378,1
74380,1
74381,1
74382,1
74383,1
74384,1
74385,1
74386,1
74387,1
74388,1
74389,1
74390,1
74391,1
74392,1
74393,1
74482,1
74959,1
74960,1
75040,1
75667,1
75971,1
75972,1
75973,1
75974,1
75975,1
76036,1
76091,1
76318,1
76325,1
76375,1
76381,1
76425,1
77517,1
77518,1
77519,1
77520,1
77521,1
77522,1
77523,1
77524,1
77525,1
77526,1
78037,1
78038,1
78297,1
79087,1
79641,1
79642,1
79969,1
79973,1
79974,1
79975,1
79976,1
79977,1
79978,1
79999,1
80534,1
80611,1
80880,1
80881,1
81016,1
81017,1
81019,1
81022,1
81065,1
81071,1
81185,1
81186,1
81187,1
81189,1
81190,1
81232,1
81358,1
81362,1
81365,1
81895,1
81896,1
81900,1
82031,1
82049,1
82052,1
82224,1
82230,1
82231,1
82237,1
82242,1
82243,1
82245,1
82246,1
82248,1
82249,1
82250,1
82410,1
82411,1
82414,1
82881,1
82882,1
82883,1
82884,1
82885,1
82886,1
82887,1
82888,1
82889,1
82890,1
83196,1
83200,1
83898,1
83899,1
83900,1
83903,1
83906,1
83907,1
83908,1
83909,1
83911,1
83912,1
83913,1
83949,1
83950,1
83954,1
83955,1
83956,1
83957,1
83958,1
83960,1
83961,1
84054,1
84055,1
84056,1
84057,1
84058,1
84135,1
84136,1
84137,1
84138,1
84139,1
84140,1
84141,1
84142,1
84143,1
84144,1
84152,1
84312,1
84324,1
84405,1
84414,1
84417,1
84423,1
84538,1
84903,1
84944,1
85399,1
85400,1
85401,1
85402,1
85415,1
85494,1
85499,1
85506,1
85508,1
85509,1
86077,1
86078,1
86081,1
86082,1
86140,1
86146,1
86217,1
86219,1
86253,1
86254,1
86255,1
86256,1
86257,1
86258,1
86259,1
86521,1
86576,1
86577,1
86578,1
86579,1
86580,1
86715,1
86720,1
86721,1
86724,1
86725,1
86726,1
86730,1
87137,1
87140,1
87483,1
87486,1
87488,1
88475,1
88476,1
88479,1
88481,1
88483,1
88485,1
88486,1
88815,1
88818,1
88824,1
88907,1
89212,1
89215,1
89376,1
89613,1
89616,1
89617,1
89983,1
89984,1
89991,1
89992,1
90027,1
90278,1
90796,1
90797,1
90798,1
90799,1
90800,1
90802,1
90804,1
90847,1
90852,1
90879,1
90891,1
91130,1
91131,1
91894,1
91895,1
91896,1
91897,1
91898,1
91899,1
91900,1
92565,1
92566,1
92567,1
92568,1
92570,1
92571,1
92572,1
92573,1
92574,1
92872,1
92873,1
92874,1
92875,1
92876,1
92877,1
92878,1
92879,1
92880,1
92881,1
92882,1
92883,1
92884,1
92885,1
92886,1
92887,1
92888,1
92889,1
93077,1
93081,1
94286,1
94771,1
94775,1
95183,1
95189,1
95193,1
95194,1
95547,1
95548,1
95549,1
95551,1
95553,1
95558,1
95563,1
95564,1
95571,1
95752,1
95753,1
95761,1
95799,1
95800,1
95868,1
96627,1
96898,1
96900,1
96901,1
96902,1
97053,1
97309,1
97324,1
97334,1
97372,1
97373,1
97374,1
97376,1
97406,1
97407,1
97769,1
97771,1
97772,1
97773,1
97774,1
97775,1
97793,1
97794,1
97813,1
97814,1
97836,1
97838,1
97839,1
97841,1
97843,1
98045,1
98191,1
98200,1
98229,1
98418,1
98530,1
99214,1
99274,1
101752,1
101765,1
101860,1
101864,1
101868,1
101873,1
101893,1
102092,1
102110,1
102111,1
102112,1
102113,1
102114,1
102133,1
102134,1
103828,1
104434,1
104614,1
104621,1
104622,1
104624,1
104625,1
104627,1
104719,1
104722,1
104723,1
104724,1
104725,1
104766,1
104770,1
105020,1
105022,1
105027,1
105523,1
105526,1
105719,1
105720,1
105721,1
105722,1
105816,1
105817,1
105818,1
105869,1
106332,1
106520,1
106522,1
107854,1
107856,1
108047,1
108048,1
108049,1
108050,1
108052,1
108053,1
108058,1
108059,1
108060,1
108313,1
108314,1
108315,1
108316,1
108317,1
108318,1
108319,1
109062,1
109063,1
109064,1
109068,1
109069,1
109070,1
109071,1
109072,1
109106,1
109108,1
109111,1
109112,1
109113,1
109144,1
109276,1
109548,1
109551,1
109646,1
109705,1
109709,1
109710,1
109711,1
109712,1
109874,1
109880,1
110204,1
110205,1
110206,1
110207,1
110208,1
110209,1
110230,1
110231,1
110232,1
110234,1
110274,1
110610,1
110611,1
110623,1
110624,1
110625,1
110626,1
110627,1
110628,1
110629,1
110630,1
110681,1
110683,1
110684,1
110710,1
110711,1
111166,1
111167,1
111216,1
111217,1
111219,1
111238,1
111449,1
111450,1
111455,1
111460,1
111462,1
111573,1
111579,1
111581,1
111582,1
111583,1
111587,1
111588,1
111850,1
111851,1
111855,1
112079,1
112080,1
112083,1
112084,1
112085,1
112087,1
112088,1
112133,1
112192,1
112193,1
112194,1
112195,1
112196,1
112197,1
112198,1
112199,1
112212,1
112213,1
112214,1
112215,1
112402,1
112407,1
112583,1
112584,1
112585,1
112586,1
112587,1
112588,1
112665,1
112668,1
112755,1
112756,1
112758,1
112780,1
112781,1
112785,1
112787,1
112788,1
112789,1
112790,1
112792,1
112793,1
112821,1
112822,1
113038,1
113039,1
113040,1
113202,1
113203,1
113558,1
113559,1
113562,1
113563,1
113564,1
113702,1
113750,1
114974,1
114975,1
114976,1
115125,1
115226,1
115591,1
115592,1
115593,1
115594,1
115595,1
115597,1
115817,1
115849,1
115850,1
115852,1
116116,1
116119,1
116261,1
116365,1
116366,1
116367,1
116368,1
116370,1
116371,1
116372,1
116383,1
116463,1
116464,1
116465,1
116514,1
116515,1
116516,1
116517,1
116518,1
116519,1
116520,1
116522,1
116523,1
116524,1
116525,1
116586,1
116587,1
116709,1
117057,1
117193,1
117202,1
117650,1
117659,1
117843,1
117846,1
117848,1
117850,1
117961,1
117966,1
117967,1
117970,1
117991,1
118000,1
118012,1
118041,1
118042,1
118045,1
118084,1
118085,1
118087,1
118195,1
118196,1
118222,1
118223,1
118251,1
118256,1
118257,1
118261,1
118276,1
118277,1
118400,1
118405,1
118478,1
118483,1
118484,1
118485,1
118489,1
118491,1
118492,1
118493,1
118495,1
118496,1
118497,1
118498,1
118499,1
118500,1
118501,1
118502,1
118503,1
118504,1
118505,1
118507,1
118631,1
118632,1
118633,1
118699,1
118705,1
118706,1
118957,1
118958,1
118972,1
118984,1
118985,1
118986,1
118987,1
118988,1
119019,1
119020,1
119021,1
119022,1
119023,1
119024,1
119025,1
119026,1
119027,1
119063,1
119075,1
119077,1
119086,1
119095,1
119097,1
119115,1
119118,1
119124,1
119134,1
119136,1
119369,1
119375,1
119378,1
119379,1
119391,1
119394,1
119396,1
119413,1
119414,1
119538,1
119545,1
119575,1
119577,1
119578,1
119579,1
119580,1
119581,1
119582,1
119583,1
119727,1
119745,1
119750,1
119751,1
119753,1
119756,1
119759,1
119944,1
119945,1
119946,1
119947,1
120147,1
120148,1
120150,1
120153,1
120156,1
120160,1
120161,1
120162,1
120163,1
120164,1
120165,1
120166,1
120167,1
120168,1
120169,1
120170,1
120171,1
120779,1
120780,1
120781,1
120782,1
121273,1
121276,1
121277,1
121278,1
121287,1
121288,1
121289,1
121290,1
121346,1
121363,1
121366,1
121367,1
121373,1
121429,1
121430,1
121433,1
121434,1
121435,1
121828,1
121849,1
121976,1
121985,1
121987,1
121994,1
121997,1
121998,1
121999,1
122000,1
122001,1
122002,1
122003,1
122004,1
122106,1
122107,1
122109,1
122132,1
122135,1
122143,1
122144,1
122147,1
122153,1
122155,1
122163,1
122165,1
122166,1
122167,1
122168,1
122199,1
122201,1
122204,1
122206,1
122247,1
122248,1
122249,1
122258,1
122259,1
122260,1
122261,1
122910,1
122959,1
122961,1
123333,1
123334,1
123335,1
123336,1
123338,1
123339,1
123340,1
123341,1
123342,1
123766,1
123769,1
123770,1
124154,1
124231,1
124409,1
124411,1
124509,1
124517,1
124518,1
124519,1
124869,1
124870,1
124871,1
124885,1
124886,1
124887,1
124888,1
124889,1
124890,1
124891,1
124892,1
124971,1
125016,1
125232,1
125233,1
125234,1
125235,1
125236,1
125237,1
125238,1
125239,1
125240,1
125333,1
125337,1
126055,1
126221,1
126222,1
126223,1
126224,1
126225,1
126226,1
126227,1
126505,1
126506,1
126507,1
126508,1
126509,1
126510,1
126511,1
126512,1
126513,1
126514,1
126515,1
126516,1
126517,1
126518,1
126519,1
126520,1
126521,1
126522,1
126550,1
126554,1
126555,1
126556,1
126557,1
126558,1
126559,1
126600,1
126601,1
126602,1
126603,1
126604,1
126605,1
126606,1
126607,1
126608,1
127153,1
127154,1
127155,1
127382,1
127402,1
127408,1
127422,1
127427,1
127448,1
127469,1
127476,1
127477,1
127479,1
127480,1
127482,1
127483,1
127484,1
127487,1
127488,1
127530,1
127531,1
127532,1
127539,1
127540,1
127541,1
127542,1
127798,1
127828,1
127878,1
128302,1
128458,1
128799,1
128824,1
128825,1
128827,1
128828,1
128835,1
128842,1
128845,1
128878,1
128879,1
128880,1
128881,1
128882,1
128901,1
128987,1
128988,1
128989,1
128991,1
128992,1
129235,1
129236,1
129242,1
129243,1
129244,1
129583,1
129602,1
129610,1
129616,1
129618,1
129620,1
129622,1
129624,1
130319,1
130986,1
131023,1
131024,1
131025,1
131026,1
131341,1
131385,1
131410,1
131540,1
131561,1
131567,1
131568,1
131570,1
131624,1
131905,1
131909,1
132015,1
132019,1
132020,1
132021,1
132022,1
132272,1
132309,1
132424,1
132431,1
132433,1
132434,1
132435,1
132436,1
132463,1
132468,1
132589,1
132597,1
133133,1
133293,1
133294,1
133300,1
133301,1
133302,1
133320,1
133326,1
133327,1
133328,1
133329,1
133330,1
133332,1
133333,1
133769,1
133770,1
133916,1
133979,1
134064,1
134069,1
134094,1
134479,1
134631,1
134643,1
134993,1
134994,1
135054,1
135089,1
135091,1
135092,1
135259,1
136523,1
136636,1
136637,1
136877,1
136879,1
136887,1
136888,1
136893,1
136928,1
136929,1
136930,1
136933,1
137117,1
137135,1
137484,1
137494,1
137500,1
137549,1
137551,1
137552,1
137556,1
137558,1
137560,1
137561,1
137563,1
137666,1
138256,1
138260,1
138262,1
138263,1
138342,1
138347,1
138659,1
138925,1
138929,1
138930,1
139001,1
139323,1
139325,1
139329,1
139330,1
139331,1
139332,1
139333,1
139363,1
139369,1
139414,1
139637,1
139638,1
139663,1
139681,1
139685,1
139686,1
139687,1
139688,1
139792,1
139804,1
139862,1
139875,1
139876,1
140120,1
140266,1
140315,1
140316,1
140935,1
140939,1
141076,1
141264,1
141972,1
141975,1
143033,1
143038,1
143039,1
143040,1
143042,1
143043,1
143186,1
144487,1
144488,1
144490,1
144491,1
144492,1
144803,1
144808,1
144809,1
144810,1
145043,1
145058,1
145059,1
145073,1
145074,1
145895,1
145908,1
146070,1
146343,1
146424,1
146425,1
146429,1
146988,1
146989,1
147059,1
147085,1
147086,1
147087,1
147171,1
147173,1
148080,1
148081,1
148082,1
148099,1
148163,1
148168,1
148237,1
148241,1
148296,1
148297,1
148298,1
148299,1
148300,1
148301,1
148302,1
148303,1
148305,1
148460,1
148468,1
148469,1
148998,1
149422,1
149775,1
149776,1
149777,1
149778,1
149841,1
149842,1
149844,1
149868,1
149889,1
149890,1
149913,1
150035,1
150036,1
150395,1
150396,1
150398,1
150399,1
150400,1
153865,1
154390,1
154672,1
154995,1
155307,1
31160,0
70418,0
96716,0
149409,0
63356,0
110776,0
124398,0
137927,0
31150,0
1642,0
14079,0
142414,0
137605,0
104413,0
75383,0
75226,0
37938,0
29044,0
15154,0
148018,0
66783,0
19626,0
75229,0
117310,0
29047,0
36143,0
10044,0
101951,0
142412,0
70461,0
674,0
75274,0
113528,0
98615,0
64333,0
106948,0
121454,0
137587,0
140945,0
61743,0
65166,0
60283,0
131146,0
98206,0
118734,0
20748,0
75705,0
142401,0
65660,0
87362,0
27405,0
113529,0
62205,0
21528,0
82333,0
72790,0
51264,0
13127,0
20466,0
11390,0
48407,0
37588,0
30508,0
81854,0
58757,0
92430,0
131773,0
34313,0
13124,0
137013,0
38325,0
51937,0
44959,0
92125,0
94341,0
106277,0
139722,0
47480,0
112475,0
138348,0
148781,0
20208,0
79572,0
63911,0
82705,0
17341,0
57439,0
137737,0
16398,0
6717,0
24431,0
139720,0
127285,0
141181,0
64768,0
54625,0
41076,0
122716,0
11854,0
40648,0
123369,0
127911,0
17794,0
130686,0
19187,0
13121,0
16393,0
64631,0
51263,0
16584,0
14064,0
122715,0
17997,0
97680,0
40822,0
124477,0
155140,0
127913,0
127203,0
23525,0
24421,0
127268,0
54876,0
67792,0
118330,0
51596,0
31246,0
16402,0
89817,0
57257,0
114293,0
32432,0
139726,0
25179,0
43616,0
92551,0
93030,0
6537,0
821,0
19649,0
115722,0
148609,0
20156,0
140942,0
36959,0
122474,0
10933,0
66946,0
75755,0
91983,0
27407,0
125202,0
58528,0
56933,0
85594,0
59505,0
65658,0
140943,0
16580,0
60276,0
40798,0
68599,0
140923,0
120939,0
106506,0
132138,0
132908,0
20135,0
5,0
91709,0
56028,0
124560,0
145402,0
125154,0
33221,0
70811,0
70886,0
136401,0
19630,0
111386,0
75265,0
36994,0
120929,0
121569,0
75244,0
83507,0
75895,0
30488,0
10129,0
86788,0
41088,0
96403,0
31243,0
108219,0
96400,0
14541,0
28549,0
63965,0
36472,0
62332,0
123372,0
47121,0
120922,0
18026,0
26014,0
64760,0
92432,0
32214,0
106769,0
110860,0
52033,0
145758,0
47119,0
25153,0
82316,0
123678,0
55288,0
92561,0
67455,0
5242,0
146002,0
130887,0
28918,0
57412,0
14086,0
75220,0
120794,0
21167,0
61567,0
147408,0
36460,0
15263,0
37161,0
36099,0
16422,0
152319,0
38523,0
85705,0
99085,0
152361,0
15531,0
11696,0
145567,0
27439,0
127287,0
11446,0
38318,0
124465,0
70459,0
121738,0
46137,0
99496,0
111908,0
7867,0
111379,0
7544,0
131000,0
91304,0
110425,0
15256,0
142389,0
15970,0
10671,0
19793,0
78520,0
68916,0
148980,0
80229,0
68683,0
62327,0
47320,0
14961,0
50141,0
148844,0
108415,0
54622,0
27148,0
40542,0
42914,0
127183,0
107384,0
16693,0
120914,0
109978,0
63112,0
141434,0
39686,0
55955,0
129455,0
125447,0
148513,0
20157,0
20163,0
4761,0
108772,0
44277,0
43859,0
127716,0
145461,0
10368,0
114298,0
51276,0
74919,0
99075,0
69833,0
124474,0
14801,0
137732,0
61854,0
37590,0
149099,0
40808,0
148846,0
76153,0
36471,0
63966,0
13116,0
19591,0
11541,0
70455,0
20137,0
82068,0
94461,0
3570,0
111399,0
75932,0
142397,0
111932,0
53592,0
89631,0
112314,0
141180,0
74636,0
12609,0
90592,0
11419,0
106774,0
141564,0
108421,0
69928,0
33216,0
18029,0
83857,0
25168,0
11040,0
148582,0
16400,0
47465,0
123679,0
115699,0
140342,0
130996,0
14944,0
37131,0
14918,0
154355,0
113451,0
113598,0
96641,0
34526,0
52473,0
65785,0
122801,0
65669,0
66649,0
48158,0
70458,0
28097,0
50140,0
7491,0
17444,0
149082,0
74953,0
114043,0
122709,0
258,0
130163,0
130243,0
34522,0
63349,0
91967,0
36530,0
26013,0
3532,0
52579,0
148587,0
124458,0
19658,0
149120,0
127298,0
15985,0
15609,0
69203,0
148647,0
95169,0
120916,0
154363,0
127159,0
57967,0
889,0
118731,0
11036,0
59062,0
101406,0
86469,0
82714,0
99024,0
59016,0
20745,0
62834,0
130693,0
40810,0
52645,0
116412,0
145549,0
7494,0
53442,0
105393,0
65782,0
91311,0
52044,0
75272,0
33218,0
95171,0
24551,0
69211,0
147952,0
62640,0
107043,0
123968,0
22093,0
88920,0
11733,0
92130,0
44278,0
113822,0
152327,0
40811,0
131954,0
123620,0
54624,0
83627,0
148442,0
21134,0
22435,0
85706,0
23147,0
72474,0
39947,0
15002,0
149133,0
32813,0
128477,0
80080,0
59939,0
32045,0
117865,0
52648,0
32791,0
69995,0
23892,0
17915,0
105443,0
143143,0
62162,0
52728,0
123749,0
54932,0
149695,0
3863,0
21190,0
128476,0
34529,0
46851,0
145068,0
5014,0
87325,0
32520,0
124406,0
72468,0
84792,0
35544,0
52650,0
113934,0
151062,0
92558,0
4850,0
62324,0
113809,0
66664,0
10881,0
124909,0
112318,0
154364,0
34528,0
36474,0
28173,0
51506,0
119566,0
150984,0
66405,0
87571,0
128758,0
10094,0
116243,0
134,0
144175,0
46507,0
69194,0
76295,0
57890,0
56554,0
137592,0
70876,0
45021,0
21162,0
21159,0
1941,0
3624,0
108228,0
73339,0
59502,0
75918,0
140046,0
80078,0
75390,0
123972,0
131963,0
80436,0
4851,0
24552,0
41090,0
33214,0
120931,0
48388,0
33241,0
116238,0
121449,0
30304,0
42806,0
27552,0
78995,0
93721,0
39511,0
90649,0
47521,0
42937,0
111979,0
51854,0
122880,0
