track_id,Metal
137627,1
137629,1
137630,1
137631,1
137632,1
137991,1
137992,1
137993,1
137994,1
137995,1
137996,1
137997,1
137998,1
138007,1
138008,1
138010,1
141877,1
141878,1
141894,1
142389,1
142391,1
142392,1
142393,1
142394,1
142395,1
142396,1
142397,1
142398,1
142399,1
142400,1
142401,1
142402,1
142411,1
142412,1
142413,1
142414,1
142415,1
142417,1
142418,1
143318,1
143319,1
145020,1
145021,1
145022,1
145023,1
145024,1
145025,1
145026,1
145027,1
145065,1
145066,1
145067,1
145068,1
145607,1
145608,1
145609,1
145610,1
146949,1
147414,1
147415,1
147416,1
148096,1
148627,1
148631,1
148633,1
148634,1
148635,1
149209,1
149210,1
149211,1
149212,1
149213,1
149214,1
149488,1
149489,1
149647,1
149648,1
149663,1
149668,1
149669,1
149670,1
149671,1
149694,1
149695,1
149696,1
149710,1
149711,1
151728,1
151729,1
151730,1
151731,1
152624,1
152625,1
153919,1
154656,1
40842,0
66913,0
45934,0
109658,0
41966,0
69205,0
52520,0
135115,0
130880,0
1890,0
143038,0
69683,0
59062,0
80079,0
58423,0
11261,0
127205,0
24549,0
111931,0
104064,0
120936,0
125723,0
113446,0
26182,0
65756,0
17498,0
42018,0
25149,0
130368,0
33216,0
112788,0
32743,0
60282,0
67623,0
148587,0
997,0
70940,0
124462,0
120208,0
20129,0
46015,0
14920,0
114288,0
149082,0
75372,0
686,0
91304,0
40782,0
123376,0
140419,0
69194,0
82913,0
17457,0
132523,0
82709,0
110724,0
131451,0
91895,0
121738,0
26174,0
41095,0
20203,0
11797,0
17351,0
149625,0
9155,0
99145,0
54235,0
120939,0
99643,0
21134,0
56013,0
49066,0
132774,0
70821,0
11722,0
63969,0
76665,0
44794,0
69211,0
46510,0
108420,0
69786,0
58116,0
5013,0
134623,0
11019,0
71858,0
151063,0
142552,0
54368,0
137896,0
20097,0
97397,0
122895,0
63264,0
70452,0
99079,0
20090,0
11299,0
110691,0
122872,0
120914,0
72790,0
104283,0
72210,0
125545,0
125548,0
130802,0
95171,0
122456,0
111307,0
124492,0
130448,0
4463,0
113809,0
36538,0
47772,0
51555,0
70444,0
45028,0
97985,0
9960,0
17454,0
74373,0
39018,0
126952,0
44097,0
80035,0
99251,0
129700,0
124423,0
120782,0
46513,0
10885,0
70876,0
125377,0
30895,0
49584,0
43316,0
120922,0
146456,0
154354,0
21135,0
127448,0
101893,0
108314,0
139721,0
1652,0
11257,0
20088,0
14081,0
98615,0
34467,0
41089,0
13115,0
66779,0
63966,0
3981,0
55950,0
4850,0
18001,0
73821,0
131960,0
28118,0
125000,0
79568,0
75974,0
134985,0
127287,0
52737,0
25152,0
49406,0
60981,0
121591,0
11837,0
13120,0
18712,0
74945,0
123431,0
126527,0
1929,0
120198,0
41077,0
81884,0
120933,0
24814,0
114043,0
57569,0
26851,0
148844,0
11206,0
42139,0
55151,0
20201,0
65002,0
110080,0
34512,0
110611,0
99014,0
38423,0
132520,0
70770,0
125159,0
130367,0
144575,0
59578,0
85524,0
59016,0
99704,0
67791,0
37959,0
123419,0
55579,0
114289,0
24993,0
60591,0
106275,0
122080,0
31250,0
52004,0
64999,0
57408,0
122399,0
133326,0
95571,0
70654,0
31245,0
20167,0
46509,0
104668,0
45016,0
70418,0
66998,0
120921,0
90847,0
38750,0
74157,0
96294,0
102134,0
19626,0
52579,0
57410,0
62458,0
128916,0
56050,0
150355,0
71823,0
73337,0
65660,0
29042,0
74376,0
4214,0
148582,0
107507,0
108809,0
123678,0
140946,0
78995,0
15960,0
145567,0
146708,0
102209,0
87325,0
135054,0
143129,0
128699,0
128484,0
64631,0
11854,0
124915,0
35002,0
70204,0
145040,0
21138,0
116238,0
112487,0
20157,0
40783,0
11917,0
148847,0
128476,0
121864,0
125157,0
72731,0
106774,0
47778,0
34506,0
40421,0
42442,0
28108,0
1073,0
113063,0
14084,0
54722,0
108760,0
77870,0
21164,0
142949,0
114293,0
67330,0
144396,0
53232,0
120796,0
43411,0
68570,0
107747,0
122710,0
129702,0
148843,0
145645,0
36140,0
48931,0
64988,0
24515,0
95218,0
62043,0
107848,0
20484,0
125721,0
19494,0
89816,0
124416,0
20142,0
126398,0
70939,0
130163,0
52250,0
14795,0
4699,0
59055,0
22029,0
34529,0
18013,0
126604,0
70774,0
124401,0
15469,0
81057,0
59502,0
109524,0
137430,0
145602,0
47775,0
151039,0
20153,0
36472,0
127273,0
113025,0
146002,0
66356,0
14793,0
3532,0
33218,0
63965,0
121451,0
97399,0
43313,0
82581,0
61885,0
26014,0
137921,0
138050,0
63758,0
131425,0
3959,0
117464,0
17585,0
20095,0
38911,0
27445,0
76381,0
19592,0
122618,0
107106,0
14479,0
125152,0
40780,0
39434,0
34516,0
9476,0
11770,0
117209,0
36466,0
122883,0
21167,0
127911,0
35284,0
121453,0
82469,0
141171,0
33240,0
40646,0
126055,0
29040,0
139726,0
69904,0
64594,0
27547,0
124465,0
14948,0
24178,0
122704,0
114409,0
55951,0
61854,0
137431,0
20731,0
16693,0
125001,0
49395,0
59917,0
98581,0
118222,0
36539,0
140338,0
19609,0
12534,0
15143,0
114429,0
145462,0
111930,0
39312,0
34508,0
24216,0
111387,0
140576,0
71492,0
19584,0
138480,0
155130,0
99703,0
1666,0
145042,0
36959,0
144398,0
121588,0
56028,0
148513,0
65673,0
59511,0
14867,0
127203,0
132217,0
46648,0
11541,0
12174,0
127531,0
87029,0
40778,0
107505,0
141972,0
14879,0
36461,0
139718,0
18005,0
129051,0
16703,0
42914,0
16400,0
141164,0
80229,0
34528,0
92125,0
22437,0
49365,0
92549,0
63351,0
73343,0
41957,0
136546,0
54882,0
46652,0
37131,0
95915,0
51263,0
62324,0
116199,0
34315,0
54039,0
122544,0
55124,0
49443,0
32847,0
116300,0
70458,0
148653,0
22049,0
86521,0
18026,0
84515,0
17996,0
19663,0
57997,0
10038,0
63970,0
10042,0
141874,0
118729,0
39685,0
52040,0
73341,0
70439,0
14799,0
146543,0
51506,0
11390,0
132794,0
29685,0
47660,0
14202,0
23160,0
141159,0
29505,0
81053,0
113600,0
50138,0
92558,0
39660,0
46008,0
20738,0
108775,0
7867,0
15540,0
153383,0
89704,0
20139,0
83913,0
152328,0
39768,0
151765,0
74359,0
71311,0
20133,0
32325,0
19589,0
50409,0
85307,0
123382,0
36652,0
113137,0
148354,0
8215,0
122616,0
44340,0
116906,0
124908,0
25376,0
135023,0
105400,0
25123,0
39943,0
58764,0
143143,0
63912,0
35544,0
32883,0
18029,0
107076,0
84572,0
30306,0
5030,0
41962,0
145708,0
94098,0
139862,0
63802,0
59021,0
65663,0
142934,0
111401,0
66465,0
97547,0
16424,0
141869,0
56051,0
14649,0
