track_id,Hip-Hop
23042,1
24418,1
24422,1
24423,1
24424,1
24425,1
24426,1
24427,1
24428,1
24429,1
24430,1
24432,1
24460,1
26007,1
26008,1
26010,1
26011,1
26012,1
26015,1
26016,1
26017,1
26018,1
26020,1
26021,1
26022,1
26023,1
26024,1
26026,1
26034,1
26036,1
27305,1
27799,1
29261,1
29262,1
29266,1
29587,1
29603,1
29606,1
29607,1
29718,1
29719,1
29720,1
29721,1
29939,1
29940,1
29942,1
29943,1
29944,1
29947,1
29948,1
29950,1
29951,1
29953,1
29954,1
29955,1
29956,1
29958,1
29959,1
29961,1
30033,1
30034,1
30036,1
30037,1
30038,1
30040,1
30041,1
30043,1
30045,1
30046,1
30047,1
30048,1
30049,1
30050,1
30051,1
30052,1
30053,1
30056,1
30057,1
30058,1
30060,1
30230,1
30247,1
30248,1
31154,1
32097,1
32472,1
32473,1
32478,1
32686,1
32687,1
32688,1
32689,1
32691,1
32692,1
32693,1
32694,1
32695,1
32750,1
32752,1
32755,1
32874,1
32875,1
32880,1
32881,1
32882,1
32958,1
32959,1
32962,1
33552,1
33555,1
34103,1
34167,1
36300,1
36301,1
36302,1
36303,1
36304,1
36305,1
36654,1
36655,1
36983,1
36985,1
36988,1
36990,1
36992,1
36997,1
37416,1
37423,1
38954,1
40510,1
40512,1
40516,1
40519,1
40520,1
40522,1
40523,1
40525,1
40526,1
40527,1
40541,1
42040,1
42045,1
42046,1
43844,1
43846,1
43848,1
43856,1
43857,1
43858,1
43860,1
43861,1
43863,1
43867,1
43868,1
43899,1
43904,1
43909,1
43911,1
43916,1
44235,1
44236,1
44250,1
44254,1
44258,1
44259,1
46078,1
46726,1
46727,1
48216,1
49471,1
49472,1
49476,1
49478,1
49479,1
50264,1
50386,1
50387,1
50388,1
50389,1
51646,1
51650,1
51870,1
51876,1
52571,1
52577,1
52578,1
52583,1
52597,1
52599,1
53367,1
53368,1
53369,1
53370,1
53373,1
53374,1
53375,1
53376,1
53377,1
53378,1
53379,1
53988,1
54004,1
54005,1
54013,1
54362,1
54363,1
54365,1
54376,1
54710,1
54711,1
54716,1
54749,1
54751,1
54753,1
54754,1
55097,1
55098,1
55099,1
55100,1
55101,1
55102,1
55103,1
55104,1
55106,1
55108,1
55109,1
55110,1
55112,1
55114,1
55115,1
55116,1
55117,1
55118,1
55120,1
55121,1
55122,1
55123,1
55547,1
55548,1
55549,1
55553,1
55554,1
55557,1
55558,1
55572,1
55573,1
55575,1
55577,1
55580,1
55898,1
55899,1
56490,1
56491,1
56492,1
56493,1
56495,1
56497,1
56498,1
56499,1
56629,1
56631,1
56638,1
56639,1
56640,1
56641,1
57066,1
57068,1
57072,1
57819,1
57820,1
57821,1
57822,1
57823,1
58207,1
58208,1
58212,1
58213,1
58215,1
60471,1
60472,1
60473,1
60474,1
60475,1
60477,1
60478,1
60480,1
60481,1
60486,1
60488,1
60491,1
60504,1
60510,1
60602,1
60603,1
61158,1
61159,1
61160,1
61161,1
61162,1
61163,1
61166,1
61169,1
61170,1
61172,1
61173,1
61174,1
61175,1
61450,1
61452,1
61453,1
61454,1
61528,1
61529,1
61532,1
61535,1
61608,1
61617,1
61668,1
61852,1
61884,1
61890,1
62001,1
62002,1
62020,1
62028,1
62036,1
62037,1
63731,1
63732,1
63733,1
63734,1
63747,1
63754,1
63755,1
63757,1
63762,1
63766,1
63768,1
63770,1
63771,1
63772,1
63800,1
63801,1
63803,1
63804,1
63805,1
63867,1
63874,1
63875,1
63876,1
63877,1
63897,1
63900,1
63903,1
63906,1
63908,1
64339,1
64357,1
64515,1
64516,1
64517,1
64518,1
64520,1
64522,1
64523,1
64625,1
64626,1
64627,1
64628,1
64629,1
64630,1
64989,1
64990,1
64992,1
64993,1
64994,1
64995,1
65745,1
65752,1
66803,1
66805,1
66807,1
66808,1
66810,1
66811,1
66812,1
66813,1
66814,1
66816,1
66817,1
66818,1
67230,1
67232,1
67233,1
67234,1
67235,1
67781,1
67782,1
67786,1
67787,1
67788,1
67789,1
67790,1
68530,1
68531,1
68532,1
68533,1
68534,1
68535,1
68588,1
68589,1
68590,1
68591,1
68592,1
68593,1
68594,1
68595,1
68596,1
68597,1
68598,1
68600,1
68601,1
69554,1
69555,1
69556,1
69557,1
69559,1
69560,1
69561,1
69562,1
69563,1
69564,1
69822,1
69823,1
69824,1
69826,1
69827,1
69830,1
69835,1
70206,1
70207,1
70655,1
70656,1
70657,1
70659,1
70660,1
70768,1
70769,1
70771,1
70773,1
70775,1
70913,1
70914,1
71150,1
71151,1
71152,1
71153,1
71154,1
71156,1
71157,1
71160,1
71161,1
71172,1
71173,1
71174,1
71175,1
71215,1
71216,1
71217,1
71218,1
71221,1
71222,1
71223,1
71225,1
71226,1
71227,1
71228,1
71229,1
71230,1
71231,1
71240,1
71241,1
71242,1
71243,1
71245,1
71246,1
71248,1
71249,1
71250,1
71251,1
71252,1
71253,1
71254,1
71255,1
71688,1
71689,1
71690,1
71691,1
71692,1
71693,1
71694,1
71695,1
72129,1
72130,1
72131,1
72134,1
72135,1
72136,1
72234,1
72781,1
72783,1
72785,1
72787,1
72788,1
72789,1
73550,1
73551,1
74433,1
74950,1
74951,1
74952,1
74955,1
74956,1
75078,1
75079,1
75084,1
75371,1
75373,1
75374,1
75375,1
75376,1
75377,1
75378,1
75379,1
75381,1
75384,1
75385,1
75386,1
75387,1
75388,1
75389,1
75391,1
75392,1
75393,1
75395,1
75398,1
75399,1
75401,1
75403,1
75412,1
75413,1
75414,1
75415,1
75416,1
75417,1
75419,1
75420,1
75421,1
75422,1
75424,1
75425,1
75426,1
75427,1
75428,1
75650,1
75658,1
75745,1
75746,1
75747,1
75748,1
75749,1
75750,1
75751,1
75754,1
75755,1
75925,1
75926,1
75927,1
75928,1
75929,1
75930,1
75931,1
75933,1
75935,1
75937,1
77571,1
78155,1
78516,1
78519,1
78521,1
78522,1
78523,1
78524,1
78525,1
78833,1
78835,1
78837,1
78838,1
78839,1
78841,1
78842,1
78843,1
78844,1
78845,1
78846,1
78848,1
78849,1
78850,1
78851,1
78852,1
78983,1
78987,1
78988,1
78990,1
78991,1
78993,1
78994,1
78996,1
78997,1
78998,1
78999,1
79001,1
79002,1
79610,1
79616,1
79617,1
79707,1
80287,1
80290,1
80293,1
80294,1
80295,1
80296,1
82201,1
82216,1
82221,1
82502,1
82506,1
82515,1
82519,1
82778,1
82780,1
82786,1
83550,1
83551,1
83553,1
83555,1
83558,1
83560,1
83562,1
83563,1
83705,1
83706,1
83708,1
83709,1
83710,1
83711,1
83713,1
83714,1
83715,1
83716,1
83717,1
83719,1
83783,1
84105,1
84108,1
84109,1
84111,1
84516,1
84517,1
84518,1
84520,1
86415,1
86416,1
86678,1
86679,1
86680,1
89178,1
89179,1
89180,1
89188,1
89192,1
89195,1
89196,1
89445,1
89447,1
89456,1
89473,1
89620,1
89623,1
89634,1
89635,1
89636,1
89841,1
89846,1
89847,1
89848,1
89857,1
89859,1
89860,1
90145,1
90146,1
90148,1
90149,1
90150,1
90152,1
90153,1
90983,1
90984,1
90986,1
90989,1
90990,1
90992,1
91294,1
91295,1
91300,1
91302,1
91303,1
91305,1
91306,1
91308,1
91310,1
91312,1
91314,1
91315,1
91316,1
91317,1
91318,1
91319,1
94237,1
94427,1
94449,1
94450,1
94451,1
94452,1
94453,1
94455,1
94456,1
94462,1
94463,1
94464,1
94465,1
94466,1
94467,1
95908,1
95909,1
95910,1
95911,1
95912,1
96652,1
96654,1
96656,1
96657,1
96658,1
96659,1
96661,1
96662,1
96663,1
96665,1
96669,1
96673,1
96674,1
96675,1
96676,1
96677,1
96678,1
97037,1
97041,1
97043,1
97568,1
97569,1
97570,1
97691,1
97692,1
97697,1
97978,1
97979,1
97981,1
97983,1
97984,1
97986,1
97987,1
97988,1
97989,1
98547,1
98548,1
98549,1
98551,1
98552,1
98553,1
98554,1
98557,1
98572,1
98573,1
98574,1
98575,1
98578,1
98579,1
98580,1
98582,1
98583,1
98584,1
98613,1
98614,1
98616,1
98617,1
98618,1
98619,1
98620,1
98621,1
98622,1
98624,1
98625,1
98626,1
98627,1
99069,1
99073,1
99074,1
99080,1
99082,1
99084,1
99087,1
99088,1
99089,1
99091,1
99092,1
99093,1
99095,1
99096,1
99495,1
99497,1
99499,1
99500,1
99501,1
100473,1
100476,1
100477,1
100478,1
100479,1
100480,1
100916,1
100917,1
100920,1
100921,1
100922,1
100924,1
100926,1
100927,1
100928,1
100930,1
100949,1
100958,1
100959,1
103785,1
103787,1
103788,1
103790,1
103799,1
103800,1
103803,1
103804,1
103805,1
103806,1
103807,1
103808,1
105427,1
105428,1
105431,1
105434,1
105438,1
105440,1
105442,1
105444,1
105445,1
105446,1
105447,1
105448,1
105449,1
105450,1
105451,1
105683,1
105685,1
105824,1
105825,1
106694,1
106696,1
106701,1
107018,1
107019,1
107020,1
107021,1
107022,1
107023,1
107024,1
107026,1
107027,1
107028,1
107030,1
107802,1
107809,1
107814,1
107815,1
107831,1
107842,1
107843,1
107844,1
107845,1
107846,1
107847,1
107849,1
107850,1
108440,1
108441,1
108452,1
108453,1
108454,1
108455,1
108487,1
108488,1
108489,1
108490,1
108492,1
108493,1
108495,1
108496,1
108497,1
108498,1
108499,1
108500,1
108501,1
108745,1
108758,1
108762,1
108764,1
108765,1
108771,1
108773,1
108774,1
108788,1
108792,1
108793,1
108795,1
108797,1
108798,1
108799,1
108800,1
108801,1
108802,1
108803,1
108805,1
108806,1
108808,1
108810,1
108811,1
108812,1
108836,1
108839,1
108840,1
108841,1
108842,1
108843,1
108845,1
108846,1
108847,1
109653,1
109657,1
109659,1
109661,1
109665,1
109668,1
109669,1
109670,1
109682,1
109683,1
109685,1
109686,1
109687,1
109723,1
109731,1
110070,1
110075,1
110076,1
110077,1
110078,1
110079,1
110081,1
110082,1
110083,1
110084,1
110085,1
110086,1
110259,1
110260,1
110261,1
110263,1
110265,1
110266,1
110267,1
110718,1
110723,1
110725,1
110727,1
110728,1
110729,1
110733,1
110734,1
110735,1
110736,1
110742,1
110744,1
110756,1
110758,1
110760,1
110761,1
110762,1
110764,1
110765,1
110766,1
110768,1
110769,1
110770,1
110771,1
110772,1
110777,1
110779,1
111934,1
111935,1
111936,1
111937,1
112441,1
112442,1
112455,1
112460,1
112461,1
112462,1
112465,1
112467,1
112468,1
112470,1
112474,1
112477,1
112478,1
112479,1
112480,1
112481,1
112484,1
112485,1
112486,1
113030,1
113031,1
113032,1
113033,1
113034,1
113035,1
113036,1
113399,1
113400,1
113403,1
113404,1
113406,1
113407,1
113408,1
113409,1
114036,1
114037,1
114038,1
114039,1
114041,1
114042,1
114044,1
114045,1
114047,1
114049,1
114051,1
114265,1
114266,1
114268,1
114269,1
114271,1
114272,1
114273,1
114274,1
114275,1
116384,1
116385,1
116387,1
116388,1
116389,1
116390,1
116391,1
116405,1
116407,1
118563,1
118569,1
118572,1
118574,1
118575,1
118576,1
118577,1
119938,1
119939,1
119940,1
119941,1
119942,1
119970,1
119971,1
119972,1
119973,1
119974,1
119976,1
119978,1
119979,1
119985,1
119986,1
119987,1
119988,1
119989,1
119990,1
119991,1
119992,1
119993,1
119994,1
121312,1
121313,1
121314,1
121315,1
121316,1
121318,1
121319,1
121320,1
121321,1
121323,1
123147,1
123439,1
123440,1
123441,1
123442,1
123600,1
123609,1
123610,1
123611,1
123619,1
123640,1
123641,1
123642,1
123643,1
123644,1
123645,1
123647,1
123966,1
123970,1
123971,1
123973,1
123974,1
123975,1
123976,1
123977,1
123979,1
123980,1
123981,1
123986,1
124682,1
124698,1
124730,1
124732,1
124733,1
124740,1
124743,1
124745,1
124748,1
124749,1
124751,1
128441,1
128443,1
128494,1
128665,1
128666,1
128667,1
128668,1
128918,1
128919,1
128920,1
128921,1
128922,1
128923,1
128924,1
128925,1
128926,1
129672,1
129673,1
129675,1
129807,1
129904,1
129906,1
129907,1
129908,1
129909,1
129911,1
129912,1
129913,1
129914,1
129915,1
129916,1
129917,1
129918,1
129919,1
129920,1
130162,1
130164,1
130165,1
130166,1
130167,1
130168,1
130169,1
130170,1
130431,1
130440,1
130447,1
130450,1
130452,1
130453,1
130454,1
130455,1
130456,1
130485,1
130495,1
130496,1
130497,1
130638,1
130639,1
130640,1
130645,1
130649,1
130651,1
130702,1
130706,1
130707,1
130708,1
130710,1
131010,1
131011,1
131012,1
131013,1
131014,1
131015,1
131016,1
131018,1
131019,1
131020,1
131021,1
131416,1
131417,1
131418,1
131419,1
131421,1
131422,1
131423,1
131426,1
132117,1
132118,1
132954,1
132955,1
132956,1
132957,1
132959,1
132960,1
132961,1
132962,1
132964,1
132965,1
134509,1
134510,1
134610,1
134823,1
134826,1
134827,1
136449,1
136465,1
136466,1
136467,1
137891,1
137892,1
137893,1
137894,1
137895,1
137897,1
137899,1
137900,1
137901,1
138212,1
138213,1
138215,1
138216,1
138217,1
138218,1
140601,1
140602,1
140606,1
140607,1
140609,1
140610,1
140613,1
140615,1
140616,1
140617,1
140618,1
140619,1
140620,1
140621,1
140622,1
140623,1
140624,1
140626,1
141115,1
141121,1
141122,1
141157,1
141160,1
141163,1
141165,1
141166,1
141167,1
141168,1
141304,1
141368,1
141369,1
141370,1
141371,1
141372,1
141373,1
141374,1
141375,1
141561,1
141562,1
141565,1
141566,1
141567,1
141568,1
141735,1
142082,1
142083,1
142084,1
142085,1
142086,1
142087,1
142088,1
142089,1
142091,1
142092,1
142359,1
142360,1
142361,1
142362,1
142669,1
142670,1
142671,1
143290,1
143970,1
143971,1
143979,1
143986,1
143988,1
144161,1
144163,1
144164,1
144165,1
144167,1
144168,1
144170,1
144172,1
144173,1
144174,1
144176,1
144177,1
144178,1
144179,1
144180,1
144181,1
144182,1
144212,1
144214,1
144215,1
144216,1
144741,1
145716,1
145717,1
145720,1
145721,1
145723,1
145725,1
145727,1
145728,1
145730,1
145741,1
145742,1
145744,1
145745,1
145746,1
145748,1
145749,1
145751,1
146147,1
146148,1
146150,1
146151,1
146152,1
146153,1
146681,1
146682,1
146683,1
146684,1
146685,1
146687,1
146689,1
146699,1
146701,1
146709,1
146710,1
146711,1
146713,1
146715,1
146716,1
146717,1
146719,1
146720,1
146721,1
146722,1
146723,1
146724,1
146725,1
146726,1
146727,1
147020,1
147021,1
147022,1
147023,1
147024,1
147261,1
147266,1
147267,1
147268,1
147269,1
147881,1
147882,1
147883,1
147884,1
147885,1
147886,1
148028,1
148029,1
148031,1
148032,1
149118,1
149119,1
149121,1
149124,1
149137,1
149138,1
149369,1
149370,1
149375,1
149545,1
149618,1
149619,1
149621,1
149624,1
149685,1
149686,1
149687,1
149690,1
149951,1
149952,1
149953,1
150157,1
150158,1
150159,1
150160,1
150163,1
150164,1
150165,1
150166,1
150284,1
150285,1
150286,1
150287,1
150288,1
152533,1
152534,1
152537,1
152538,1
152539,1
152542,1
152544,1
152545,1
153333,1
153334,1
153335,1
153336,1
153337,1
154292,1
154293,1
154294,1
154295,1
154297,1
154298,1
154299,1
154300,1
154301,1
154302,1
154303,1
154304,1
154305,1
154307,1
154308,1
154309,1
155063,1
155064,1
155065,1
155066,1
100523,0
49584,0
21132,0
16580,0
122712,0
69840,0
151535,0
142148,0
67625,0
33212,0
92549,0
116308,0
75895,0
114298,0
42019,0
111401,0
93062,0
133848,0
5032,0
101067,0
52478,0
58757,0
132786,0
98206,0
108228,0
113018,0
113523,0
127448,0
139631,0
140942,0
63468,0
138578,0
96713,0
45153,0
134801,0
15612,0
11938,0
152332,0
75705,0
121450,0
9962,0
120931,0
122710,0
82456,0
105526,0
37148,0
65658,0
34313,0
14663,0
7552,0
67330,0
31246,0
30303,0
44287,0
39438,0
35565,0
26744,0
65660,0
140943,0
120198,0
139718,0
124567,0
112316,0
73334,0
122880,0
144609,0
73180,0
27407,0
48597,0
19604,0
34526,0
129737,0
37368,0
89814,0
10529,0
131193,0
122087,0
79581,0
39944,0
120794,0
124477,0
125159,0
46080,0
124185,0
124402,0
151061,0
36472,0
37017,0
73821,0
151109,0
108955,0
127287,0
147221,0
31326,0
57888,0
106956,0
129742,0
96094,0
21672,0
125202,0
57360,0
116587,0
63670,0
122186,0
63346,0
40633,0
111399,0
15002,0
57680,0
125118,0
116904,0
20153,0
87483,0
145567,0
66859,0
70459,0
82523,0
11201,0
20208,0
24513,0
107623,0
20751,0
106953,0
12598,0
1900,0
120933,0
14944,0
4761,0
7544,0
30682,0
40134,0
96710,0
28499,0
142415,0
47467,0
124422,0
17794,0
121738,0
125161,0
124401,0
10044,0
120914,0
123419,0
46137,0
23514,0
92130,0
152363,0
55955,0
70418,0
11696,0
120929,0
66405,0
117235,0
116235,0
20133,0
128532,0
109111,0
37931,0
99442,0
98077,0
47874,0
27181,0
1289,0
44340,0
19633,0
22443,0
136402,0
61891,0
11306,0
75226,0
82703,0
129733,0
28609,0
111987,0
28549,0
41568,0
122895,0
109710,0
116547,0
144574,0
131773,0
21129,0
36471,0
67333,0
115700,0
96714,0
13124,0
3861,0
53863,0
82068,0
14866,0
58531,0
57655,0
57882,0
144390,0
146458,0
142398,0
63965,0
11262,0
47470,0
132794,0
25150,0
67626,0
62162,0
111384,0
26754,0
83635,0
96403,0
107476,0
96716,0
82713,0
821,0
133294,0
42478,0
20156,0
154962,0
7780,0
3570,0
145023,0
105022,0
145710,0
110417,0
86521,0
62329,0
65669,0
22095,0
28097,0
55779,0
154964,0
997,0
122732,0
51275,0
64594,0
58164,0
36530,0
44854,0
124913,0
75265,0
63037,0
86788,0
111387,0
20734,0
33211,0
113934,0
132152,0
51599,0
20736,0
44277,0
71710,0
138068,0
59016,0
19584,0
116412,0
119570,0
80035,0
40778,0
95486,0
7391,0
43313,0
20744,0
55783,0
38316,0
992,0
11733,0
87325,0
49406,0
70882,0
84607,0
20101,0
131551,0
15994,0
47194,0
14876,0
23147,0
122881,0
16584,0
62165,0
32045,0
47028,0
122898,0
11237,0
127716,0
116241,0
77952,0
70040,0
55921,0
18008,0
144397,0
14974,0
152624,0
151063,0
122803,0
20747,0
31150,0
97771,0
106520,0
84792,0
50749,0
40780,0
126103,0
145042,0
19423,0
109540,0
120795,0
139726,0
127203,0
15469,0
148587,0
16372,0
112523,0
145462,0
92561,0
154364,0
135054,0
67561,0
148844,0
10129,0
63347,0
14961,0
40842,0
37962,0
116239,0
51502,0
16210,0
21130,0
19606,0
116344,0
128825,0
18028,0
75918,0
106461,0
121449,0
62335,0
69839,0
64689,0
80234,0
4851,0
20145,0
64250,0
75225,0
20131,0
27851,0
108416,0
125002,0
48087,0
142078,0
13120,0
20741,0
149099,0
48388,0
122709,0
149409,0
9476,0
154363,0
138066,0
114289,0
25144,0
61923,0
10885,0
91755,0
63115,0
94348,0
62450,0
889,0
146002,0
41881,0
61740,0
92558,0
49404,0
12530,0
15989,0
92462,0
118856,0
47921,0
135372,0
22550,0
31130,0
24551,0
31121,0
61598,0
92573,0
96987,0
47480,0
127531,0
51115,0
34517,0
20095,0
73087,0
59578,0
11261,0
73343,0
75272,0
69258,0
152466,0
65785,0
23766,0
116240,0
149100,0
10128,0
145209,0
48407,0
12596,0
132520,0
11722,0
113528,0
820,0
113522,0
122801,0
52565,0
126604,0
3532,0
70943,0
137632,0
51296,0
121414,0
108460,0
54622,0
130899,0
65756,0
70470,0
136716,0
18001,0
4778,0
47778,0
35567,0
59580,0
99133,0
26484,0
144401,0
65176,0
70444,0
92430,0
14082,0
113606,0
19816,0
144394,0
42771,0
105145,0
15968,0
86118,0
17342,0
97894,0
20731,0
57417,0
123427,0
40644,0
51515,0
64860,0
44201,0
75244,0
126518,0
1929,0
16943,0
137211,0
37131,0
14803,0
82582,0
35534,0
60890,0
66949,0
60731,0
25149,0
42444,0
70468,0
70044,0
47469,0
116862,0
54625,0
67456,0
51940,0
11259,0
30865,0
18762,0
35002,0
116518,0
116309,0
108036,0
52649,0
10086,0
14564,0
139721,0
145041,0
141972,0
47320,0
13123,0
36178,0
115697,0
70886,0
148653,0
28264,0
145645,0
57964,0
122206,0
108216,0
122733,0
40132,0
76659,0
87153,0
79905,0
26930,0
52634,0
16048,0
31236,0
42018,0
46238,0
120181,0
130368,0
48089,0
143033,0
148651,0
52645,0
7867,0
143127,0
117209,0
123377,0
90847,0
138119,0
51596,0
134549,0
130082,0
18005,0
21587,0
64999,0
1941,0
75917,0
152680,0
132517,0
145608,0
142389,0
40598,0
93985,0
58225,0
5021,0
16424,0
140923,0
54624,0
70045,0
60283,0
3493,0
106892,0
42846,0
122084,0
133009,0
27188,0
15541,0
32774,0
44278,0
97541,0
63972,0
127911,0
142300,0
48560,0
38911,0
19589,0
134553,0
133326,0
25123,0
87059,0
48973,0
113295,0
17996,0
130221,0
123913,0
142291,0
47675,0
148847,0
58063,0
14818,0
27182,0
20094,0
51598,0
149695,0
95171,0
151654,0
93033,0
129616,0
107499,0
111645,0
122715,0
133807,0
84794,0
116370,0
140946,0
141874,0
122678,0
257,0
57409,0
114974,0
54932,0
114288,0
12926,0
91984,0
123679,0
139936,0
23525,0
139722,0
29040,0
12421,0
56560,0
1087,0
137609,0
91097,0
57439,0
134985,0
46652,0
46695,0
127276,0
20136,0
28481,0
68570,0
30073,0
19630,0
13121,0
19592,0
75267,0
36539,0
19649,0
59022,0
54937,0
108152,0
90408,0
48402,0
94256,0
151032,0
47775,0
126530,0
36143,0
63352,0
19989,0
58265,0
125156,0
152324,0
50141,0
31144,0
126055,0
71858,0
12594,0
20749,0
66381,0
57274,0
121591,0
18013,0
148488,0
87361,0
39685,0
54234,0
50958,0
69194,0
83913,0
40642,0
18029,0
68443,0
16351,0
8215,0
6524,0
123382,0
56083,0
112382,0
118627,0
111396,0
27447,0
137500,0
61808,0
40779,0
41090,0
29505,0
16590,0
148988,0
130111,0
46930,0
63626,0
122905,0
125119,0
118868,0
40962,0
74945,0
40845,0
48091,0
75974,0
16057,0
69696,0
56554,0
21161,0
85041,0
137392,0
110108,0
52040,0
34438,0
14477,0
130079,0
48933,0
71265,0
39942,0
62753,0
20088,0
91851,0
51947,0
31147,0
106772,0
145037,0
141228,0
20750,0
25179,0
21131,0
116202,0
112668,0
31234,0
20163,0
52473,0
13127,0
71723,0
18685,0
66967,0
11398,0
8269,0
16400,0
15023,0
91895,0
95169,0
131764,0
107046,0
40341,0
53862,0
47468,0
47502,0
66875,0
107386,0
127402,0
98250,0
137421,0
30903,0
40131,0
14079,0
125111,0
143038,0
10,0
86419,0
75274,0
12534,0
36141,0
62861,0
57406,0
24952,0
61755,0
6778,0
126949,0
6777,0
137435,0
99537,0
51388,0
65661,0
3624,0
121725,0
34520,0
147808,0
27405,0
148016,0
64537,0
111932,0
125547,0
43315,0
17988,0
125299,0
14920,0
63112,0
124918,0
152625,0
75236,0
25140,0
125876,0
50284,0
149668,0
64760,0
16589,0
3535,0
52474,0
131122,0
113971,0
22031,0
47772,0
80233,0
47501,0
76381,0
112065,0
111449,0
69202,0
85307,0
65614,0
75223,0
154319,0
144396,0
34467,0
75229,0
47741,0
79729,0
126519,0
70811,0
9956,0
34318,0
71610,0
56048,0
130809,0
11721,0
141170,0
137213,0
92869,0
75237,0
124444,0
28124,0
122959,0
56665,0
148582,0
122180,0
9967,0
91894,0
154354,0
149708,0
87158,0
92546,0
16772,0
151062,0
130998,0
122543,0
8270,0
138320,0
10030,0
51603,0
95250,0
137738,0
82720,0
41882,0
122876,0
66788,0
133845,0
126559,0
114293,0
65783,0
148301,0
20139,0
13119,0
26480,0
28479,0
82414,0
30519,0
63044,0
119567,0
39900,0
91589,0
122700,0
131960,0
122474,0
99031,0
52737,0
25922,0
45934,0
128476,0
128484,0
129051,0
32682,0
24549,0
59060,0
84423,0
107512,0
116860,0
1666,0
49816,0
137147,0
5015,0
51513,0
132468,0
107613,0
425,0
109503,0
114294,0
127268,0
118922,0
33213,0
122684,0
19419,0
13440,0
67361,0
111232,0
89215,0
54039,0
142552,0
66073,0
48855,0
124888,0
87161,0
9155,0
56010,0
38200,0
49812,0
131964,0
8357,0
33218,0
122540,0
145021,0
122871,0
56029,0
36965,0
34082,0
41957,0
59505,0
1884,0
22435,0
132521,0
29044,0
20709,0
147804,0
72210,0
111642,0
4401,0
51151,0
122498,0
139043,0
14918,0
43291,0
91225,0
58752,0
76388,0
33239,0
70424,0
153383,0
137582,0
65699,0
64663,0
125696,0
41569,0
117881,0
47769,0
36959,0
61813,0
70876,0
61906,0
33215,0
63159,0
143078,0
28918,0
34320,0
17910,0
51289,0
139059,0
101406,0
96400,0
134094,0
89816,0
146544,0
131954,0
89817,0
132129,0
49583,0
130279,0
16701,0
97895,0
86989,0
65166,0
49663,0
32214,0
65680,0
123376,0
18690,0
33240,0
137431,0
52033,0
36538,0
59052,0
37957,0
148626,0
3957,0
5026,0
4275,0
111822,0
119193,0
14820,0
143091,0
127936,0
21167,0
74376,0
20280,0
82882,0
7494,0
75220,0
107385,0
137925,0
64253,0
55954,0
137627,0
65973,0
103525,0
149711,0
154355,0
98247,0
64445,0
4170,0
123428,0
62331,0
8180,0
54130,0
136087,0
91471,0
27547,0
48533,0
71620,0
104677,0
151765,0
110611,0
140306,0
41951,0
70940,0
136401,0
125377,0
147415,0
75715,0
97394,0
19605,0
25168,0
91223,0
42139,0
70452,0
112501,0
63322,0
48731,0
