track_id,Pop
120201,1
120203,1
120206,1
120207,1
121589,1
121590,1
121592,1
121593,1
121735,1
121736,1
121737,1
121739,1
121740,1
122473,1
122474,1
122475,1
122498,1
122499,1
122500,1
122503,1
122504,1
122533,1
122536,1
122578,1
122579,1
122800,1
122801,1
122802,1
122803,1
122804,1
122805,1
122806,1
122808,1
122810,1
123509,1
124475,1
124477,1
124479,1
124480,1
124482,1
124483,1
124484,1
124485,1
125371,1
125372,1
125375,1
125376,1
125722,1
126102,1
126104,1
126105,1
126354,1
126357,1
126359,1
126361,1
126362,1
126399,1
126400,1
126402,1
126404,1
126406,1
126425,1
126426,1
126427,1
126428,1
126429,1
126430,1
126431,1
127180,1
127181,1
127182,1
127184,1
127185,1
127186,1
127187,1
127188,1
127189,1
127204,1
127206,1
127269,1
127270,1
127271,1
127272,1
127274,1
127275,1
127277,1
127278,1
127279,1
127280,1
127281,1
127282,1
127283,1
127285,1
127286,1
127288,1
127289,1
127290,1
127294,1
127295,1
127296,1
127297,1
127299,1
127300,1
127301,1
127303,1
127620,1
127623,1
127908,1
127910,1
127912,1
127913,1
127914,1
127915,1
128477,1
128482,1
129049,1
129052,1
129053,1
129054,1
129055,1
129056,1
129370,1
129374,1
129375,1
129391,1
129392,1
129393,1
130265,1
130369,1
130371,1
130372,1
131436,1
131438,1
131439,1
131442,1
131443,1
131444,1
131446,1
131447,1
131448,1
131449,1
131450,1
131452,1
131453,1
131764,1
131766,1
131767,1
131768,1
131769,1
131770,1
131771,1
131772,1
131774,1
132122,1
132778,1
132779,1
132781,1
132782,1
132784,1
132785,1
132786,1
132787,1
132788,1
132789,1
132790,1
132791,1
132792,1
132793,1
132795,1
134384,1
134385,1
134389,1
134486,1
135337,1
135338,1
135339,1
135340,1
135342,1
138038,1
138039,1
138040,1
138041,1
138062,1
138063,1
138064,1
138065,1
138067,1
138068,1
138069,1
138070,1
138071,1
141179,1
141180,1
141182,1
141901,1
141902,1
141903,1
142549,1
142550,1
142551,1
142553,1
143085,1
143090,1
143091,1
143237,1
144587,1
144933,1
144934,1
144935,1
144936,1
144937,1
144940,1
144941,1
144943,1
144944,1
144945,1
144946,1
145653,1
145702,1
145703,1
145704,1
145705,1
145706,1
145707,1
145709,1
145710,1
145711,1
148285,1
148286,1
148287,1
148290,1
148510,1
148511,1
148512,1
148514,1
148515,1
148516,1
148517,1
148518,1
148583,1
148584,1
148585,1
148586,1
148606,1
148607,1
148608,1
148609,1
148610,1
148612,1
148613,1
149075,1
149077,1
149078,1
149080,1
149081,1
149083,1
149100,1
149102,1
149103,1
149750,1
150014,1
150015,1
150018,1
153425,1
153452,1
153955,1
153956,1
154410,1
154412,1
154413,1
154414,1
75680,0
56013,0
39018,0
54839,0
118727,0
125202,0
80233,0
24216,0
92558,0
131964,0
14944,0
56010,0
142292,0
37959,0
19584,0
75240,0
15154,0
136883,0
6275,0
98724,0
20750,0
63468,0
130686,0
36472,0
142126,0
47596,0
56836,0
60980,0
19602,0
9476,0
137276,0
11390,0
130017,0
129674,0
12608,0
49365,0
113451,0
130448,0
57988,0
137896,0
17496,0
20090,0
13366,0
70444,0
129701,0
64988,0
23527,0
139117,0
137394,0
64333,0
40280,0
65673,0
111807,0
153953,0
669,0
34983,0
39941,0
11299,0
16590,0
16046,0
47467,0
115716,0
21168,0
20142,0
63972,0
122880,0
120922,0
91895,0
118857,0
124398,0
76351,0
48092,0
118726,0
95172,0
113545,0
34523,0
92551,0
11782,0
75226,0
113530,0
40778,0
123278,0
32690,0
113528,0
31147,0
131017,0
72210,0
110690,0
51023,0
46652,0
126038,0
109356,0
148847,0
75236,0
145021,0
155130,0
49584,0
30895,0
997,0
16049,0
44287,0
52737,0
3986,0
131531,0
25236,0
136714,0
80080,0
86081,0
149547,0
10360,0
40782,0
138350,0
74373,0
8215,0
150983,0
146002,0
34467,0
34528,0
134647,0
38750,0
99079,0
16352,0
75221,0
57070,0
34512,0
44200,0
81019,0
42139,0
1015,0
52638,0
48990,0
12174,0
14799,0
52573,0
91840,0
83055,0
33220,0
106506,0
20741,0
11722,0
149625,0
29685,0
113328,0
101893,0
149668,0
6735,0
105397,0
12594,0
24062,0
82706,0
112316,0
31823,0
24552,0
50829,0
26013,0
73341,0
71363,0
138008,0
114409,0
14961,0
15203,0
4396,0
86419,0
72200,0
54932,0
8204,0
101089,0
137581,0
124423,0
77944,0
55900,0
4851,0
21349,0
46511,0
150161,0
87497,0
38845,0
19606,0
123382,0
92564,0
113598,0
19605,0
4764,0
27674,0
22093,0
120792,0
20089,0
13121,0
110404,0
137433,0
99014,0
26014,0
13119,0
138581,0
123678,0
124565,0
145567,0
119583,0
65660,0
98245,0
122117,0
86521,0
11738,0
36530,0
49406,0
11917,0
55479,0
7552,0
18690,0
57680,0
14949,0
15469,0
107848,0
65628,0
120447,0
145027,0
91434,0
132436,0
21167,0
16584,0
3857,0
46695,0
36460,0
71723,0
28266,0
129903,0
18026,0
50409,0
118729,0
54835,0
20133,0
4850,0
19592,0
131425,0
51505,0
36538,0
51517,0
111968,0
17794,0
44286,0
3492,0
75705,0
41883,0
70458,0
41957,0
134825,0
48268,0
94412,0
141164,0
98581,0
67009,0
48933,0
74049,0
147214,0
59939,0
44794,0
21130,0
122883,0
16047,0
21132,0
137425,0
15540,0
32956,0
70774,0
108772,0
142415,0
59022,0
125157,0
32045,0
81254,0
22135,0
27633,0
89816,0
21680,0
75684,0
92871,0
61891,0
54622,0
76658,0
145024,0
40780,0
46008,0
92549,0
59578,0
145464,0
113332,0
63758,0
36652,0
40799,0
136400,0
113452,0
49066,0
63966,0
106953,0
123748,0
28916,0
98020,0
64634,0
29602,0
63802,0
47675,0
15143,0
146004,0
10368,0
18001,0
70452,0
24952,0
66815,0
61885,0
43313,0
17996,0
75390,0
80234,0
126951,0
11030,0
98615,0
137920,0
67451,0
55950,0
104283,0
110080,0
66779,0
40648,0
61923,0
140614,0
154502,0
46014,0
120933,0
58063,0
120914,0
58531,0
38896,0
134553,0
143038,0
14870,0
138659,0
26658,0
96403,0
62324,0
108775,0
57495,0
47194,0
99094,0
137627,0
74376,0
19633,0
126604,0
47500,0
46648,0
17997,0
59050,0
50270,0
40798,0
16586,0
127157,0
98952,0
96400,0
60898,0
18712,0
105143,0
70888,0
121451,0
25152,0
55124,0
142296,0
71257,0
80035,0
41210,0
118222,0
123377,0
12409,0
125152,0
51388,0
18013,0
28108,0
59940,0
97993,0
16366,0
31261,0
123867,0
141871,0
43865,0
72290,0
87154,0
54625,0
46198,0
16566,0
89817,0
20347,0
116572,0
145209,0
83908,0
26921,0
141870,0
68710,0
145035,0
49537,0
145042,0
66331,0
4699,0
31134,0
23147,0
108037,0
29622,0
32774,0
112495,0
73343,0
37153,0
20167,0
107512,0
33221,0
148018,0
113600,0
16591,0
140946,0
52493,0
42938,0
40808,0
21138,0
34508,0
7208,0
55954,0
144574,0
83909,0
29501,0
118659,0
64658,0
149708,0
120921,0
12407,0
132021,0
10046,0
125543,0
135054,0
18005,0
47772,0
46637,0
54747,0
49817,0
16372,0
98723,0
12922,0
125150,0
46135,0
68570,0
116238,0
136404,0
120463,0
108216,0
10042,0
114976,0
48369,0
20100,0
104282,0
149148,0
31246,0
58232,0
122540,0
108418,0
97373,0
20095,0
20342,0
20139,0
125238,0
23524,0
44277,0
95248,0
124445,0
21184,0
21135,0
41882,0
106510,0
114293,0
141564,0
131960,0
50140,0
22433,0
62331,0
149663,0
110776,0
144393,0
58701,0
24921,0
105145,0
33240,0
108038,0
154964,0
131539,0
92431,0
150357,0
99085,0
82707,0
137997,0
144391,0
10357,0
131303,0
111993,0
120939,0
48535,0
123972,0
3624,0
33218,0
59055,0
139719,0
96752,0
52473,0
13127,0
112487,0
24551,0
142397,0
48986,0
36468,0
11839,0
65427,0
25149,0
59059,0
17998,0
126955,0
147804,0
33239,0
13123,0
140135,0
101410,0
15260,0
61854,0
31250,0
5245,0
15960,0
19589,0
53737,0
18803,0
71158,0
40783,0
10885,0
133847,0
59021,0
113597,0
69205,0
122895,0
53232,0
130132,0
114043,0
131957,0
11797,0
96559,0
113524,0
17498,0
46713,0
19735,0
44194,0
21162,0
52360,0
148537,0
24549,0
65791,0
73337,0
30304,0
13118,0
56028,0
62050,0
124904,0
41880,0
137430,0
59502,0
113525,0
137417,0
31041,0
63373,0
30498,0
51596,0
48402,0
151063,0
69688,0
95171,0
58525,0
55579,0
71858,0
91847,0
96399,0
19989,0
147405,0
12614,0
31234,0
73922,0
91218,0
118730,0
117211,0
149648,0
63352,0
5030,0
79569,0
33243,0
107384,0
17912,0
125156,0
116907,0
121317,0
99703,0
52861,0
59016,0
107620,0
19793,0
36471,0
85833,0
11428,0
21186,0
120793,0
69211,0
106465,0
24831,0
116411,0
34520,0
74775,0
74258,0
75220,0
8270,0
125155,0
137147,0
129740,0
686,0
124186,0
27606,0
142414,0
39900,0
87431,0
138349,0
105673,0
44896,0
140625,0
14796,0
129841,0
11446,0
18686,0
109476,0
116587,0
97985,0
134985,0
151968,0
114244,0
108502,0
29818,0
124401,0
11770,0
20153,0
90408,0
137630,0
149694,0
51678,0
13868,0
96292,0
17911,0
145608,0
52650,0
42865,0
25000,0
15970,0
64594,0
48931,0
12534,0
40598,0
74908,0
75715,0
14065,0
130163,0
23529,0
91459,0
118382,0
40132,0
40542,0
124461,0
125153,0
34506,0
14541,0
20747,0
65663,0
122710,0
32813,0
80230,0
31245,0
110982,0
70418,0
20738,0
133330,0
102134,0
64249,0
33212,0
63965,0
108760,0
43316,0
34529,0
37962,0
47921,0
72790,0
108422,0
20280,0
105443,0
20157,0
78068,0
146708,0
38911,0
60704,0
118664,0
145462,0
92546,0
93725,0
11206,0
137203,0
137898,0
97384,0
108148,0
20203,0
14087,0
116236,0
107031,0
111908,0
107029,0
25179,0
122182,0
145724,0
50138,0
114288,0
51939,0
25153,0
69786,0
97547,0
74914,0
54937,0
69683,0
120936,0
108028,0
63902,0
51022,0
60528,0
151536,0
123964,0
69955,0
59511,0
83059,0
63359,0
60595,0
18200,0
148653,0
20088,0
148843,0
97968,0
16424,0
10983,0
73560,0
65783,0
10028,0
36140,0
130400,0
42807,0
40643,0
62648,0
116235,0
75271,0
101128,0
35569,0
28121,0
127402,0
10086,0
5021,0
64029,0
20745,0
128486,0
120795,0
62335,0
62330,0
112065,0
41093,0
95571,0
139627,0
151064,0
128709,0
38674,0
75225,0
75915,0
93425,0
127448,0
45934,0
122543,0
152328,0
66966,0
52729,0
51296,0
70939,0
30903,0
28119,0
29042,0
139726,0
70770,0
63349,0
137205,0
52728,0
138578,0
62675,0
70437,0
107103,0
65744,0
121453,0
14084,0
78834,0
107389,0
11854,0
112788,0
9155,0
63912,0
15994,0
14920,0
99157,0
146041,0
52579,0
78520,0
147415,0
123866,0
38523,0
145040,0
76494,0
149416,0
126055,0
128478,0
114291,0
11784,0
140303,0
96744,0
24801,0
17444,0
22023,0
37589,0
17585,0
149409,0
86989,0
29505,0
134448,0
114289,0
57888,0
66713,0
20097,0
133326,0
145645,0
36466,0
137590,0
86788,0
142396,0
129732,0
31243,0
147806,0
46137,0
55951,0
130808,0
74959,0
80077,0
29659,0
19609,0
36539,0
63372,0
126559,0
131532,0
117880,0
29043,0
123424,0
78984,0
14802,0
19720,0
44098,0
46735,0
148844,0
116239,0
65680,0
36461,0
130807,0
124888,0
139862,0
26932,0
91311,0
62826,0
137836,0
55107,0
108532,0
18028,0
24515,0
141873,0
34315,0
24929,0
122206,0
140247,0
39312,0
12609,0
32883,0
63668,0
42534,0
20731,0
92552,0
64253,0
15629,0
53863,0
116370,0
31130,0
23160,0
151766,0
20101,0
18683,0
14222,0
91298,0
28918,0
70467,0
62329,0
141990,0
149842,0
116240,0
87309,0
74910,0
122188,0
18029,0
10881,0
39944,0
145259,0
49404,0
37131,0
120782,0
73821,0
145067,0
115339,0
122872,0
109111,0
91858,0
11837,0
70468,0
76318,0
109658,0
20129,0
82711,0
112524,0
152639,0
145712,0
58764,0
37319,0
143143,0
75974,0
44185,0
33217,0
145023,0
47741,0
149489,0
110724,0
20126,0
129127,0
20198,0
18008,0
75274,0
75266,0
1891,0
16051,0
56575,0
123376,0
91877,0
26019,0
8213,0
46238,0
14649,0
46718,0
