track_id,title_Classical,title_Dance,title_Electronic,title_Experimental,title_Hip-Hop,title_Metal,title_Old-Time / Historic,title_Pop,title_Punk,title_Rock,title_Techno
9553,0,0,0,0,0,0,0,0,0,1,0
9608,0,0,0,1,0,0,0,0,0,0,0
9857,0,0,0,0,1,0,0,0,0,0,0
9918,0,0,0,1,0,0,0,0,0,0,0
9967,0,0,0,0,0,0,0,0,1,1,0
9987,0,0,0,0,0,0,0,0,0,1,0
9993,0,0,0,0,0,0,0,0,0,1,0
10027,1,0,0,0,0,0,0,0,0,0,0
10029,1,0,0,0,0,0,0,0,0,0,0
10032,1,0,0,0,0,0,0,0,0,0,0
10035,1,0,0,0,0,0,0,0,0,0,0
10038,1,0,0,0,0,0,0,0,0,0,0
10041,1,0,0,0,0,0,0,0,0,0,0
10043,1,0,0,0,0,0,0,0,0,0,0
10045,1,0,0,0,0,0,0,0,0,0,0
10089,0,0,0,0,0,0,1,0,0,0,0
10104,0,0,0,0,0,0,1,0,0,0,0
10357,0,0,0,0,0,0,1,0,0,0,0
10363,0,0,0,0,0,0,1,0,0,0,0
10366,0,0,0,0,0,0,1,0,0,0,0
10367,0,0,0,0,0,0,1,0,0,0,0
10435,0,0,0,1,0,0,0,0,0,0,0
10521,0,0,0,1,0,0,0,0,0,0,0
10527,0,0,0,1,0,0,0,0,0,0,0
10554,0,0,0,1,0,0,0,0,0,0,0
10670,0,0,0,0,0,0,0,0,0,1,0
10677,0,0,0,0,0,0,0,0,0,1,0
10695,0,0,0,0,1,0,0,0,0,0,0
10806,0,0,0,0,0,0,0,1,0,0,0
10808,0,0,0,0,0,0,0,1,0,0,0
10809,0,0,0,0,0,0,0,1,0,0,0
10943,0,0,0,0,1,0,0,0,0,0,0
10951,0,0,0,0,1,0,0,0,0,0,0
10954,0,0,0,0,1,0,0,0,0,0,0
11020,0,0,0,1,0,0,0,0,0,0,0
11031,0,0,0,0,0,0,0,0,1,1,0
11198,0,0,0,0,0,0,0,1,0,0,0
11242,0,0,0,1,0,0,0,0,0,0,0
11298,0,0,0,0,1,0,0,0,0,0,0
11334,0,0,0,1,0,0,0,0,0,0,0
11375,1,0,0,0,0,0,0,0,0,0,0
11390,1,0,0,0,0,0,0,0,0,0,0
11396,1,0,0,0,0,0,0,0,0,0,0
11398,1,0,0,0,0,0,0,0,0,0,0
11406,1,0,0,0,0,0,0,0,0,0,0
11418,1,0,0,0,0,0,0,0,0,0,0
11420,1,0,0,0,0,0,0,0,0,0,0
11425,1,0,0,0,0,0,0,0,0,0,0
11427,1,0,0,0,0,0,0,0,0,0,0
11429,1,0,0,0,0,0,0,0,0,0,0
11431,1,0,0,0,0,0,0,0,0,0,0
11433,1,0,0,0,0,0,0,0,0,0,0
11609,0,1,1,0,0,0,0,0,0,0,0
11696,1,0,0,0,0,0,0,0,0,0,0
11713,0,0,0,0,0,1,0,0,0,1,0
11716,1,0,0,0,0,0,0,0,0,0,0
11720,1,0,0,0,0,0,0,0,0,0,0
11722,1,0,0,0,0,0,0,0,0,0,0
11734,1,0,0,0,0,0,0,0,0,0,0
11738,1,0,0,0,0,0,0,0,0,0,0
11750,1,0,0,0,0,0,0,0,0,0,0
11753,1,0,0,0,0,0,0,0,0,0,0
11758,1,0,0,0,0,0,0,0,0,0,0
11765,0,0,0,0,1,0,0,0,0,0,0
11768,0,0,0,0,1,0,0,0,0,0,0
11771,0,0,0,0,1,0,0,0,0,0,0
11776,0,0,0,0,1,0,0,0,0,0,0
11779,0,0,0,0,1,0,0,0,0,0,0
11783,0,0,0,0,1,0,0,0,0,0,0
11786,0,0,0,0,1,0,0,0,0,0,0
11788,0,0,0,0,1,0,0,0,0,0,0
11791,0,0,0,0,1,0,0,0,0,0,0
11813,0,0,0,0,1,0,0,0,0,0,0
11816,0,0,0,0,1,0,0,0,0,0,0
11819,0,0,0,0,1,0,0,0,0,0,0
11832,0,0,0,0,1,0,0,0,0,0,0
11836,0,0,0,0,1,0,0,0,0,0,0
11840,0,0,0,0,1,0,0,0,0,0,0
11857,0,0,0,0,1,0,0,0,0,0,0
11859,0,0,0,0,1,0,0,0,0,0,0
11864,0,0,0,0,1,0,0,0,0,0,0
11869,0,0,0,0,1,0,0,0,0,0,0
11879,0,0,0,0,1,0,0,0,0,0,0
11884,0,0,0,0,1,0,0,0,0,0,0
11886,0,0,0,0,1,0,0,0,0,0,0
11892,0,0,0,0,1,0,0,0,0,0,0
11896,0,0,0,0,1,0,0,0,0,0,0
11937,0,0,0,0,0,0,0,1,0,0,0
11947,0,0,0,1,0,0,0,0,0,0,0
11976,0,0,0,0,1,0,0,0,0,0,0
12146,0,0,0,0,0,0,0,1,0,0,0
12179,0,0,0,0,0,0,0,1,0,0,0
12185,0,0,0,0,1,0,0,0,0,0,0
12346,0,0,0,1,0,0,0,0,0,0,0
12387,0,0,0,0,0,0,0,1,0,0,0
12390,0,0,0,0,0,0,0,1,0,0,0
12526,0,0,0,0,1,0,0,0,0,0,0
12527,0,0,0,0,0,0,0,1,0,0,0
12537,0,0,0,0,0,0,0,1,0,0,0
12552,0,0,0,0,0,0,0,1,0,0,0
12595,0,0,0,0,0,1,0,0,0,1,0
12599,0,0,0,0,0,1,0,0,0,1,0
12601,0,0,0,0,0,1,0,0,0,1,0
12610,0,0,0,0,0,1,0,0,0,1,0
12614,0,0,0,0,0,1,0,0,0,1,0
12737,0,0,0,1,0,0,0,0,0,0,0
12923,1,0,0,0,0,0,0,0,0,0,0
12926,1,0,0,0,0,0,0,0,0,0,0
12990,0,0,1,0,0,0,0,0,0,0,0
13014,0,0,0,1,0,0,0,0,0,0,0
13115,0,1,1,0,0,0,0,0,0,0,1
13118,0,1,1,0,0,0,0,0,0,0,1
13120,0,1,1,0,0,0,0,0,0,0,1
13122,0,1,1,0,0,0,0,0,0,0,1
13124,0,1,1,0,0,0,0,0,0,0,1
13126,0,1,1,0,0,0,0,0,0,0,1
13128,0,1,1,0,0,0,0,0,0,0,1
13197,0,0,0,0,0,0,0,1,0,0,0
13201,0,0,0,0,1,0,0,0,0,0,0
13218,0,0,0,0,0,0,0,1,0,0,0
13220,0,0,0,0,0,0,0,1,0,0,0
13325,0,0,0,0,0,0,0,0,0,1,0
13329,0,0,0,0,0,0,0,1,0,0,0
13376,0,0,0,1,0,0,0,0,0,0,0
13378,0,0,0,0,0,0,0,1,0,0,0
13563,0,0,0,0,0,0,0,0,0,1,0
13579,0,0,0,1,0,0,0,0,0,0,0
13670,0,0,0,0,1,0,0,0,0,0,0
13711,0,0,1,0,0,0,0,0,0,0,0
13744,0,0,0,0,1,0,0,0,0,0,0
13748,0,0,0,0,1,0,0,0,0,0,0
13767,0,0,0,0,1,0,0,0,0,0,0
14081,0,0,1,0,0,0,0,0,0,0,1
14085,0,0,1,0,0,0,0,0,0,0,1
14088,0,0,1,0,0,0,0,0,0,0,1
14099,0,0,0,0,0,0,0,0,1,1,0
14198,0,0,0,0,0,0,0,0,1,1,0
14211,0,0,1,0,0,0,0,0,0,0,0
14359,0,0,0,0,1,0,0,0,0,0,0
14363,0,0,0,0,1,0,0,0,0,0,0
14366,0,0,0,0,1,0,0,0,0,0,0
14380,0,0,0,0,1,0,0,0,0,0,0
14389,0,0,0,0,1,0,0,0,0,0,0
14391,0,0,0,0,1,0,0,0,0,0,0
14479,0,0,1,0,0,0,0,0,0,0,1
14540,0,0,0,0,1,0,0,0,0,0,0
14649,1,0,0,0,0,0,0,0,0,0,0
14744,0,0,0,0,0,0,0,0,0,1,0
14754,0,0,0,0,0,0,0,0,0,1,0
14793,0,0,1,0,0,0,0,0,0,0,1
14796,0,0,1,0,0,0,0,0,0,0,1
14801,0,0,1,0,0,0,0,0,0,0,1
14824,0,0,1,0,0,0,0,0,0,0,1
14867,0,0,1,0,0,0,0,0,0,0,1
14870,0,0,1,0,0,0,0,0,0,0,1
14876,0,0,1,0,0,0,0,0,0,0,1
14918,0,0,1,0,0,0,0,0,0,0,1
14921,0,0,1,0,0,0,0,0,0,0,1
14974,0,0,1,0,0,0,0,0,0,0,1
14997,0,0,1,0,0,0,0,0,0,0,1
15023,0,0,1,0,0,0,0,0,0,0,1
15094,0,0,0,1,0,0,0,0,0,0,0
15145,0,0,0,0,1,0,0,0,0,0,0
15202,0,0,0,0,1,0,0,0,0,0,0
15208,0,0,0,0,1,0,0,0,0,0,0
15261,0,0,0,0,0,0,0,0,1,1,0
15370,0,0,1,0,0,0,0,0,0,0,0
15476,0,0,0,1,0,0,0,0,0,0,0
15482,0,0,0,0,1,0,0,0,0,0,0
15625,0,0,0,1,0,0,0,0,0,0,0
15629,1,0,0,0,0,0,0,0,0,0,0
15770,0,0,1,0,0,0,0,0,0,0,0
15865,0,0,0,0,1,0,0,0,0,0,0
15869,0,0,0,0,1,0,0,0,0,0,0
15961,0,1,1,0,0,0,0,0,0,0,1
15963,0,1,1,0,0,0,0,0,0,0,1
15965,0,1,1,0,0,0,0,0,0,0,1
15967,0,1,1,0,0,0,0,0,0,0,1
15970,0,1,1,0,0,0,0,0,0,0,1
15989,0,0,1,0,0,0,0,0,0,0,1
15995,0,0,1,0,0,0,0,0,0,0,1
16036,1,0,0,0,0,0,0,0,0,0,0
16047,0,0,1,0,0,0,0,0,0,0,1
16048,0,0,1,0,0,0,0,0,0,0,1
16050,0,0,1,0,0,0,0,0,0,0,1
16056,0,0,1,0,0,0,0,0,0,0,1
16155,0,0,0,0,0,0,0,1,0,0,0
16161,0,0,0,0,1,0,0,0,0,0,0
16181,0,0,0,0,0,0,0,0,1,1,0
16337,0,0,0,0,0,0,0,1,0,0,0
16339,0,0,0,0,0,0,0,1,0,0,0
16340,0,0,0,0,0,0,0,1,0,0,0
16348,0,0,0,0,0,0,1,0,0,0,0
16352,0,0,0,0,0,0,1,0,0,0,0
16365,0,0,0,0,0,0,1,0,0,0,0
16369,0,0,0,0,0,0,1,0,0,0,0
16370,0,0,0,0,0,0,1,0,0,0,0
16373,0,0,0,0,0,0,1,0,0,0,0
16374,0,0,0,0,0,0,1,0,0,0,0
16376,0,0,0,0,0,0,1,0,0,0,0
16380,0,0,0,0,0,0,1,0,0,0,0
16382,0,0,0,0,0,0,1,0,0,0,0
16383,0,0,0,0,0,0,1,0,0,0,0
16385,0,0,0,0,0,0,1,0,0,0,0
16387,0,0,0,0,0,0,1,0,0,0,0
16390,0,0,0,0,0,0,1,0,0,0,0
16391,0,0,0,0,0,0,1,0,0,0,0
16393,0,0,0,0,0,0,1,0,0,0,0
16399,0,0,0,0,0,0,1,0,0,0,0
16400,0,0,0,0,0,0,1,0,0,0,0
16403,0,0,0,0,0,0,1,0,0,0,0
16404,0,0,0,0,0,0,1,0,0,0,0
16406,0,0,0,0,0,0,1,0,0,0,0
16422,0,0,0,0,0,0,1,0,0,0,0
16425,0,0,0,0,0,0,1,0,0,0,0
16426,0,0,0,0,0,0,1,0,0,0,0
16429,0,0,0,0,0,0,1,0,0,0,0
16430,0,0,0,0,0,0,1,0,0,0,0
16432,0,0,0,0,0,0,1,0,0,0,0
16434,0,0,0,0,0,0,0,0,0,1,0
16546,0,0,0,0,1,0,0,0,0,0,0
16581,0,1,1,0,0,0,0,0,0,0,1
16583,0,1,1,0,0,0,0,0,0,0,1
16585,0,1,1,0,0,0,0,0,0,0,1
16587,0,1,1,0,0,0,0,0,0,0,1
16589,0,1,1,0,0,0,0,0,0,0,1
16591,0,1,1,0,0,0,0,0,0,0,1
16848,0,0,0,0,0,0,0,0,1,1,0
16879,0,0,0,0,1,0,0,0,0,0,0
16896,0,0,0,0,0,0,0,1,0,0,0
16937,0,0,0,1,0,0,0,0,0,0,0
16989,1,0,0,0,0,0,0,0,0,0,0
17345,0,0,0,0,0,0,0,1,0,0,0
17455,0,0,0,0,0,0,0,0,1,1,0
17489,0,0,0,0,1,0,0,0,0,0,0
17492,0,0,0,0,1,0,0,0,0,0,0
17497,0,0,0,0,1,0,0,0,0,0,0
17500,0,0,0,0,1,0,0,0,0,0,0
17576,0,0,0,0,0,0,0,0,1,1,0
17584,1,0,0,0,0,0,0,0,0,0,0
17644,0,0,0,1,0,0,0,0,0,0,0
17678,1,0,0,0,0,0,0,0,0,0,0
17735,0,0,0,0,0,1,0,0,0,1,0
17740,0,0,0,0,0,0,0,0,0,1,0
17794,1,0,0,0,0,0,0,0,0,0,0
17856,0,0,0,0,0,0,0,0,1,1,0
17857,0,0,0,0,0,0,0,0,1,1,0
17988,0,0,0,0,0,0,1,0,0,0,0
17990,0,0,0,0,0,0,1,0,0,0,0
17992,0,0,0,0,0,0,1,0,0,0,0
17995,0,0,0,0,0,0,1,0,0,0,0
17997,0,0,0,0,0,0,1,0,0,0,0
17998,0,0,0,0,0,0,1,0,0,0,0
18000,0,0,0,0,0,0,1,0,0,0,0
18003,0,0,0,0,0,0,1,0,0,0,0
18005,0,0,0,0,0,0,1,0,0,0,0
18007,0,0,0,0,0,0,1,0,0,0,0
18008,0,0,0,0,0,0,1,0,0,0,0
18010,0,0,0,0,0,0,1,0,0,0,0
18013,0,0,0,0,0,0,1,0,0,0,0
18015,0,0,0,0,0,0,1,0,0,0,0
18017,0,0,0,0,0,0,1,0,0,0,0
18019,0,0,0,0,0,0,1,0,0,0,0
18020,0,0,0,0,0,0,1,0,0,0,0
18022,0,0,0,0,0,0,1,0,0,0,0
18025,0,0,0,0,0,0,1,0,0,0,0
18027,0,0,0,0,0,0,1,0,0,0,0
18029,0,0,0,0,0,0,1,0,0,0,0
18030,0,0,0,0,0,0,1,0,0,0,0
18145,0,0,0,0,0,0,0,1,0,0,0
18217,0,0,0,0,1,0,0,0,0,0,0
18579,0,0,0,1,0,0,0,0,0,0,0
18589,0,0,0,0,0,0,0,1,0,0,0
18592,0,0,0,0,0,0,0,1,0,0,0
18656,0,0,0,1,0,0,0,0,0,0,0
18694,0,0,0,0,0,0,1,0,0,0,0
18712,0,0,0,0,0,0,1,0,0,0,0
18876,0,0,0,1,0,0,0,0,0,0,0
18888,0,0,0,0,0,0,0,0,0,1,0
19074,0,0,0,0,0,0,0,1,0,0,0
19192,0,0,0,1,0,0,0,0,0,0,0
19236,0,0,1,0,0,0,0,0,0,0,0
19268,0,0,1,0,0,0,0,0,0,0,0
19270,0,0,1,0,0,0,0,0,0,0,0
19330,1,0,0,0,0,0,0,0,0,0,0
19332,1,0,0,0,0,0,0,0,0,0,0
19413,0,0,0,0,0,0,0,1,0,0,0
19416,0,0,0,0,0,0,0,1,0,0,0
19420,0,0,0,0,0,0,0,1,0,0,0
19421,0,0,0,0,0,0,0,1,0,0,0
19425,0,0,0,0,0,0,0,1,0,0,0
19427,0,0,0,0,1,0,0,0,0,0,0
19441,0,0,0,0,0,0,0,1,0,0,0
19583,0,0,0,0,0,0,1,0,0,0,0
19586,0,0,0,0,0,0,1,0,0,0,0
19588,0,0,0,0,0,0,1,0,0,0,0
19591,0,0,0,0,0,0,1,0,0,0,0
19593,0,0,0,0,0,0,1,0,0,0,0
19602,0,0,0,0,0,0,1,0,0,0,0
19603,0,0,0,0,0,0,1,0,0,0,0
19605,0,0,0,0,0,0,1,0,0,0,0
19607,0,0,0,0,0,0,1,0,0,0,0
19609,0,0,0,0,0,0,1,0,0,0,0
19622,0,0,0,0,0,0,1,0,0,0,0
19626,0,0,0,0,0,0,1,0,0,0,0
19628,0,0,0,0,0,0,1,0,0,0,0
19631,0,0,0,0,0,0,1,0,0,0,0
19632,0,0,0,0,0,0,1,0,0,0,0
19634,0,0,0,0,0,0,1,0,0,0,0
19647,0,0,0,0,0,1,0,0,0,1,0
19648,0,0,0,0,0,1,0,0,0,1,0
19685,0,0,0,0,0,0,0,0,0,1,0
19738,0,0,0,0,0,1,0,0,0,1,0
19742,0,0,0,0,0,1,0,0,0,1,0
19758,0,0,0,0,0,0,0,1,0,0,0
19759,0,0,0,0,0,0,0,1,0,0,0
19761,0,0,0,0,0,0,0,1,0,0,0
19793,0,0,0,0,0,1,0,0,0,1,0
20085,0,0,0,0,0,0,1,0,0,0,0
20088,0,0,0,0,0,0,1,0,0,0,0
20091,0,0,0,0,0,0,1,0,0,0,0
20092,0,0,0,0,0,0,1,0,0,0,0
20095,0,0,0,0,0,0,1,0,0,0,0
20097,0,0,0,0,0,0,1,0,0,0,0
20098,0,0,0,0,0,0,1,0,0,0,0
20100,0,0,0,0,0,0,1,0,0,0,0
20126,0,0,0,0,0,0,1,0,0,0,0
20129,0,0,0,0,0,0,1,0,0,0,0
20131,0,0,0,0,0,0,1,0,0,0,0
20133,0,0,0,0,0,0,1,0,0,0,0
20136,0,0,0,0,0,0,1,0,0,0,0
20138,0,0,0,0,0,0,1,0,0,0,0
20139,0,0,0,0,0,0,1,0,0,0,0
20144,0,0,0,0,0,0,1,0,0,0,0
20145,0,0,0,0,0,0,1,0,0,0,0
20146,0,0,0,0,0,0,1,0,0,0,0
20147,0,0,0,0,0,0,1,0,0,0,0
20149,0,0,0,0,0,0,1,0,0,0,0
20152,0,0,0,0,0,0,1,0,0,0,0
20153,0,0,0,0,0,0,1,0,0,0,0
20154,0,0,0,0,0,0,1,0,0,0,0
20155,0,0,0,0,0,0,1,0,0,0,0
20156,0,0,0,0,0,0,1,0,0,0,0
20157,0,0,0,0,0,0,1,0,0,0,0
20158,0,0,0,0,0,0,1,0,0,0,0
20159,0,0,0,0,0,0,1,0,0,0,0
20160,0,0,0,0,0,0,1,0,0,0,0
20161,0,0,0,0,0,0,1,0,0,0,0
20162,0,0,0,0,0,0,1,0,0,0,0
20163,0,0,0,0,0,0,1,0,0,0,0
20165,0,0,0,0,0,0,1,0,0,0,0
20166,0,0,0,0,0,0,1,0,0,0,0
20167,0,0,0,0,0,0,1,0,0,0,0
20168,0,0,0,0,0,0,1,0,0,0,0
20181,0,0,0,0,0,0,1,0,0,0,0
20197,0,0,0,0,0,0,1,0,0,0,0
20198,0,0,0,0,0,0,1,0,0,0,0
20199,0,0,0,0,0,0,1,0,0,0,0
20200,0,0,0,0,0,0,1,0,0,0,0
20201,0,0,0,0,0,0,1,0,0,0,0
20202,0,0,0,0,0,0,1,0,0,0,0
20203,0,0,0,0,0,0,1,0,0,0,0
20204,0,0,0,0,0,0,1,0,0,0,0
20205,0,0,0,0,0,0,1,0,0,0,0
20206,0,0,0,0,0,0,1,0,0,0,0
20207,0,0,0,0,0,0,1,0,0,0,0
20208,0,0,0,0,0,0,1,0,0,0,0
20209,0,0,0,0,0,0,1,0,0,0,0
20458,0,0,0,0,1,0,0,0,0,0,0
20485,0,0,0,0,0,0,0,0,1,1,0
20662,0,0,1,0,0,0,0,0,0,0,0
20705,0,0,0,0,0,0,0,1,0,0,0
20709,0,0,1,0,0,0,0,0,0,0,1
20729,0,0,0,0,0,0,1,0,0,0,0
20730,0,0,0,0,0,0,1,0,0,0,0
20731,0,0,0,0,0,0,1,0,0,0,0
20732,0,0,0,0,0,0,1,0,0,0,0
20733,0,0,0,0,0,0,1,0,0,0,0
20734,0,0,0,0,0,0,1,0,0,0,0
20735,0,0,0,0,0,0,1,0,0,0,0
20736,0,0,0,0,0,0,1,0,0,0,0
20737,0,0,0,0,0,0,1,0,0,0,0
20738,0,0,0,0,0,0,1,0,0,0,0
20740,0,0,0,0,0,0,1,0,0,0,0
20741,0,0,0,0,0,0,1,0,0,0,0
20742,0,0,0,0,0,0,1,0,0,0,0
20743,0,0,0,0,0,0,1,0,0,0,0
20744,0,0,0,0,0,0,1,0,0,0,0
20745,0,0,0,0,0,0,1,0,0,0,0
20746,0,0,0,0,0,0,1,0,0,0,0
20747,0,0,0,0,0,0,1,0,0,0,0
20748,0,0,0,0,0,0,1,0,0,0,0
20749,0,0,0,0,0,0,1,0,0,0,0
20750,0,0,0,0,0,0,1,0,0,0,0
20751,0,0,0,0,0,0,1,0,0,0,0
20818,0,0,0,1,0,0,0,0,0,0,0
21058,0,0,0,1,0,0,0,0,0,0,0
21129,0,0,0,0,0,0,1,0,0,0,0
21130,0,0,0,0,0,0,1,0,0,0,0
21131,0,0,0,0,0,0,1,0,0,0,0
21132,0,0,0,0,0,0,1,0,0,0,0
21133,0,0,0,0,0,0,1,0,0,0,0
21134,0,0,0,0,0,0,1,0,0,0,0
21135,0,0,0,0,0,0,1,0,0,0,0
21136,0,0,0,0,0,0,1,0,0,0,0
21137,0,0,0,0,0,0,1,0,0,0,0
21138,0,0,0,0,0,0,1,0,0,0,0
21158,0,1,1,0,0,0,0,0,0,0,1
21160,0,1,1,0,0,0,0,0,0,0,1
21162,0,1,1,0,0,0,0,0,0,0,1
21164,0,1,1,0,0,0,0,0,0,0,1
21166,0,1,1,0,0,0,0,0,0,0,1
21168,0,1,1,0,0,0,0,0,0,0,1
21187,0,0,0,0,0,0,0,0,1,1,0
21192,0,0,0,0,0,0,0,0,1,1,0
21228,0,0,0,0,1,0,0,0,0,0,0
21232,0,0,0,0,0,0,0,1,0,0,0
21401,0,0,0,0,0,0,0,1,0,0,0
21403,0,0,0,0,0,0,0,1,0,0,0
21404,0,0,0,0,0,0,0,1,0,0,0
21409,0,0,0,0,0,0,0,1,0,0,0
21527,1,0,0,0,0,0,0,0,0,0,0
21529,1,0,0,0,0,0,0,0,0,0,0
21532,1,0,0,0,0,0,0,0,0,0,0
21542,1,0,0,0,0,0,0,0,0,0,0
21569,0,0,0,0,0,0,0,1,0,0,0
21657,0,0,0,0,0,0,0,1,0,0,0
21695,0,0,0,0,0,0,0,1,0,0,0
21701,0,1,1,0,0,0,0,0,0,0,0
21774,0,0,0,1,0,0,0,0,0,0,0
21843,0,0,1,0,0,0,0,0,0,0,0
21895,0,0,1,0,0,0,0,0,0,0,0
21991,0,0,0,0,0,0,1,0,0,0,0
21996,0,0,0,0,0,0,0,1,0,0,0
21997,0,0,0,0,0,0,0,1,0,0,0
22000,0,0,0,0,0,0,0,1,0,0,0
22022,0,0,0,0,1,0,0,0,0,0,0
22029,0,0,1,0,0,0,0,0,0,0,0
22033,0,0,0,0,0,0,0,0,1,1,0
22039,0,0,1,0,0,0,0,0,0,0,1
22097,0,0,0,0,0,0,0,1,0,0,0
22116,0,0,0,0,0,0,0,0,1,1,0
22129,0,0,0,1,0,0,0,0,0,0,0
22132,0,0,0,1,0,0,0,0,0,0,0
22151,0,0,0,1,0,0,0,0,0,0,0
22296,0,0,0,0,1,0,0,0,0,0,0
22334,0,0,0,0,0,0,0,0,0,1,0
22342,0,0,0,0,0,1,0,0,0,1,0
