track_id,Dance
69199,1
69200,1
69201,1
69202,1
69203,1
69204,1
69205,1
69206,1
69207,1
69208,1
69209,1
69210,1
69211,1
72206,1
72210,1
72215,1
72477,1
73334,1
73335,1
73336,1
73337,1
73338,1
73339,1
73340,1
73341,1
73342,1
73343,1
73344,1
80076,1
80077,1
80078,1
80079,1
80080,1
86454,1
89814,1
89815,1
89816,1
89817,1
92546,1
92549,1
92551,1
92554,1
92557,1
92558,1
92561,1
92562,1
92564,1
93721,1
93722,1
93723,1
93725,1
93727,1
97547,1
97548,1
98202,1
98203,1
98204,1
98205,1
98206,1
99131,1
99132,1
99133,1
99135,1
99703,1
99704,1
99707,1
101402,1
101406,1
101410,1
101412,1
104282,1
104283,1
104284,1
108227,1
108228,1
108229,1
108230,1
111930,1
111931,1
111932,1
111933,1
113445,1
113446,1
113447,1
113448,1
113449,1
113450,1
113451,1
113452,1
113453,1
114288,1
114289,1
114290,1
114291,1
114292,1
114293,1
114294,1
114295,1
114296,1
114297,1
114298,1
115716,1
115717,1
115718,1
115719,1
115720,1
115721,1
115722,1
115723,1
115724,1
116143,1
116235,1
116236,1
116237,1
116238,1
116239,1
116240,1
116241,1
116242,1
116243,1
116338,1
116339,1
116340,1
116341,1
116342,1
116343,1
116344,1
116345,1
118227,1
118230,1
118232,1
118726,1
118727,1
118728,1
118729,1
118730,1
118731,1
118732,1
118733,1
118734,1
120792,1
120793,1
120794,1
120795,1
120796,1
121449,1
121450,1
121451,1
121452,1
121453,1
121454,1
121595,1
125149,1
125150,1
125151,1
125152,1
125153,1
125154,1
125155,1
125156,1
125157,1
125158,1
125159,1
125160,1
125161,1
125286,1
125287,1
125291,1
125293,1
125299,1
125999,1
126292,1
126773,1
129732,1
129733,1
129735,1
129736,1
129737,1
129738,1
129739,1
129740,1
129741,1
129742,1
134048,1
134049,1
134050,1
134051,1
134052,1
134053,1
134054,1
134801,1
138578,1
138579,1
138580,1
138581,1
139718,1
139719,1
139720,1
139721,1
139722,1
139723,1
139724,1
139725,1
139726,1
139727,1
139728,1
139729,1
139933,1
139934,1
139935,1
139936,1
139937,1
140922,1
140923,1
140924,1
140925,1
140926,1
141310,1
145035,1
145036,1
145037,1
145038,1
145039,1
145040,1
145041,1
145042,1
145549,1
145645,1
145646,1
147804,1
147805,1
147806,1
147808,1
147809,1
147810,1
147811,1
147812,1
147814,1
147815,1
148836,1
148840,1
148841,1
148842,1
148843,1
148844,1
148846,1
148847,1
151039,1
151040,1
151041,1
151045,1
151047,1
151048,1
151049,1
151050,1
151051,1
151053,1
151054,1
151055,1
151061,1
151062,1
151063,1
151064,1
154352,1
154354,1
154355,1
154358,1
154359,1
154360,1
154363,1
154364,1
154365,1
154962,1
154963,1
154964,1
154965,1
154966,1
155130,1
155138,1
155140,1
155141,1
155142,1
47465,0
52579,0
107384,0
15143,0
122895,0
99009,0
107389,0
99079,0
3624,0
23355,0
113809,0
51512,0
127911,0
3952,0
135054,0
125377,0
139862,0
17498,0
82339,0
24216,0
48229,0
94065,0
101893,0
65164,0
131425,0
10881,0
130448,0
91709,0
124416,0
18001,0
65175,0
68570,0
58419,0
87157,0
59511,0
20167,0
64988,0
121570,0
87154,0
45934,0
120922,0
40132,0
40134,0
11261,0
145021,0
11837,0
63912,0
14087,0
34508,0
29685,0
91304,0
124909,0
608,0
25152,0
137920,0
34467,0
132154,0
127531,0
67623,0
19584,0
20129,0
1929,0
129051,0
64479,0
66779,0
102190,0
55950,0
4850,0
42018,0
108037,0
75224,0
141972,0
90847,0
134985,0
52737,0
124461,0
41090,0
11770,0
91222,0
19626,0
145027,0
137723,0
122704,0
997,0
32883,0
83632,0
28118,0
20133,0
112487,0
120936,0
148582,0
108760,0
90652,0
141164,0
109658,0
71858,0
127203,0
70654,0
20153,0
126944,0
137433,0
49406,0
41077,0
6719,0
61885,0
70774,0
65756,0
27547,0
70444,0
108076,0
54368,0
59578,0
20203,0
41882,0
59016,0
149213,0
71507,0
47772,0
20142,0
108967,0
15260,0
54235,0
70940,0
130367,0
94340,0
143098,0
81192,0
20157,0
110080,0
137436,0
26014,0
150011,0
97985,0
76656,0
17996,0
145024,0
15023,0
64497,0
120782,0
14478,0
82323,0
41883,0
74632,0
137590,0
66395,0
36959,0
51503,0
110724,0
140946,0
11019,0
7780,0
46514,0
145567,0
84788,0
27405,0
120198,0
54880,0
98615,0
142967,0
12556,0
36538,0
9476,0
71806,0
133326,0
106952,0
124401,0
18013,0
25123,0
84515,0
26851,0
108312,0
24549,0
26435,0
129093,0
59502,0
111387,0
139994,0
5245,0
148513,0
96294,0
20097,0
122710,0
137925,0
47778,0
19589,0
153383,0
118380,0
21135,0
42914,0
15369,0
127090,0
122544,0
31261,0
44286,0
108314,0
51711,0
21138,0
52004,0
11854,0
44132,0
149648,0
113524,0
61854,0
97392,0
96933,0
95174,0
38750,0
85838,0
19609,0
149668,0
76119,0
60592,0
89531,0
127287,0
65660,0
123418,0
20738,0
39660,0
28916,0
61565,0
137896,0
145810,0
20731,0
140587,0
83913,0
59062,0
124423,0
54937,0
21351,0
105145,0
57888,0
36652,0
55579,0
106769,0
11257,0
34506,0
138351,0
123908,0
56166,0
60729,0
71560,0
28108,0
73821,0
61750,0
58238,0
111704,0
40646,0
32325,0
111554,0
57624,0
120933,0
96400,0
112318,0
70939,0
108423,0
123376,0
15261,0
24515,0
59055,0
39686,0
137428,0
138008,0
75274,0
81057,0
78995,0
15469,0
49813,0
47775,0
94263,0
36472,0
145708,0
146002,0
60882,0
87325,0
74373,0
98727,0
49066,0
86521,0
76381,0
147415,0
20090,0
86263,0
74945,0
46513,0
125723,0
27420,0
17585,0
67791,0
49395,0
11917,0
123391,0
92429,0
144565,0
91895,0
127082,0
70876,0
12174,0
74914,0
128916,0
36466,0
97887,0
93932,0
120208,0
113025,0
22031,0
126055,0
95915,0
59912,0
148960,0
130686,0
11797,0
124993,0
63802,0
50138,0
8215,0
55951,0
16994,0
33986,0
152458,0
148587,0
123278,0
110611,0
1015,0
64631,0
36539,0
42139,0
145817,0
49365,0
19658,0
3983,0
126604,0
114199,0
75221,0
5275,0
117882,0
128476,0
26174,0
64594,0
11262,0
105405,0
23817,0
95571,0
35568,0
134547,0
65673,0
20088,0
123420,0
149625,0
46648,0
137923,0
149711,0
137434,0
83857,0
36461,0
58232,0
126398,0
47031,0
124458,0
69840,0
127205,0
110776,0
20095,0
81888,0
129122,0
41957,0
131171,0
46652,0
118222,0
18029,0
14870,0
91864,0
34315,0
130368,0
123678,0
102134,0
87060,0
148653,0
147218,0
121738,0
18005,0
5013,0
10038,0
21559,0
10042,0
124915,0
51985,0
91620,0
139121,0
145606,0
11390,0
75372,0
144401,0
55808,0
145608,0
16736,0
21134,0
38911,0
56523,0
58525,0
14795,0
14960,0
11722,0
61756,0
54039,0
107848,0
57451,0
101947,0
47502,0
149413,0
122872,0
20139,0
15989,0
44287,0
64033,0
130163,0
138276,0
56836,0
63360,0
146708,0
108292,0
85307,0
125485,0
125721,0
40373,0
112788,0
141159,0
1666,0
56653,0
54234,0
39685,0
114043,0
1652,0
52474,0
145023,0
95170,0
56013,0
18026,0
44973,0
121591,0
18712,0
52040,0
39018,0
124388,0
122457,0
75974,0
20201,0
85835,0
96399,0
127448,0
92430,0
70693,0
70452,0
120921,0
72453,0
58764,0
129855,0
143143,0
148017,0
10933,0
101089,0
69683,0
74912,0
108150,0
92125,0
52650,0
113600,0
74376,0
98581,0
47658,0
39940,0
111401,0
149082,0
63921,0
58116,0
55397,0
76029,0
108775,0
71620,0
142396,0
35002,0
59021,0
123382,0
132519,0
131960,0
21234,0
1073,0
65663,0
51514,0
152325,0
66357,0
91845,0
141875,0
16400,0
108220,0
144391,0
46135,0
127273,0
71390,0
128484,0
70418,0
79572,0
69904,0
9155,0
14649,0
75900,0
